feature,loss_streak_mean,win_streak_mean,difference,loss_streak_std,win_streak_std,p_value,significant
lr_deviation,0.05520133065140505,-0.45476078004504955,0.5099621106964546,2.4353025238608264,2.2168771473793902,0.13773823810940286,
confluence_score,78.74887218045112,77.72540540540543,1.0234667750456907,5.96433765965567,5.166257538749177,0.21653138411295533,
kurtosis,1.2129456478310545,0.8673389218934089,0.34560672593764563,2.3894022381252427,1.9351509067652406,0.2882585943793829,
hurst,0.7541488053033134,0.7597679187327716,-0.0056191134294582,0.0444035490491003,0.04676977266357682,0.3929616044262757,
skewness,0.06522852564959815,-0.03477417435387924,0.10000270000347738,1.109875930085425,0.9427903596747904,0.513468072013048,
r2,0.4617084409927429,0.48133869747572156,-0.01963025648297867,0.2813727571614407,0.3034523911236051,0.6405160022416019,
atr_percentile,39.443609022556394,40.972972972972975,-1.529363950416581,24.71670197605763,21.807987083392096,0.6571151648854461,
