entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias
2025-05-06 16:00:00,1.33855,BUY,0.01,1.3352486665552592,1.345152666889481,VIRTUAL,2025-05-06 19:00:00,1.3352486665552592,SL,-3.301333444740706,-33.01333444740706,95.5,HIGH,BULLISH_BIAS
2025-05-06 20:00:00,1.33662,BUY,0.01,1.333335815416983,1.343188369166034,VIRTUAL,2025-05-07 12:00:00,1.333335815416983,SL,-3.2841845830169354,-32.841845830169355,85.0,HIGH,BULLISH_BIAS
2025-05-08 06:00:00,1.33449,BUY,0.01,1.3312697488058627,1.3409305023882743,VIRTUAL,2025-05-08 08:00:00,1.3312697488058627,SL,-3.220251194137269,-32.20251194137269,85.0,HIGH,BULLISH_BIAS
2025-05-08 11:00:00,1.32664,SELL,0.021970000000000003,1.3305931772136623,1.3187336455726755,REAL,2025-05-08 14:00:00,1.3305931772136623,SL,-8.68513033841604,-39.53177213662284,89.5,HIGH,BEARISH_BIAS
2025-05-08 23:00:00,1.32448,SELL,0.028561000000000007,1.3282789792531917,1.316882041493617,REAL,2025-05-09 14:00:00,1.3282789792531917,SL,-10.850264645040573,-37.989792531916144,85.0,HIGH,BEARISH_BIAS
2025-05-12 11:00:00,1.31944,SELL,0.03712930000000001,1.3243949867856266,1.3095300264287466,REAL,2025-05-13 15:00:00,1.3243949867856266,SL,-18.397519085956837,-49.549867856266694,100.0,HIGH,BEARISH_BIAS
2025-05-13 16:00:00,1.32267,BUY,0.048268090000000013,1.3198360062491932,1.3283379875016137,REAL,2025-05-13 19:00:00,1.3283379875016137,TP,27.358293084676436,56.679875016136805,80.0,HIGH,BULLISH_BIAS
2025-05-14 01:00:00,1.33141,BUY,0.01,1.3292000793791194,1.335829841241761,VIRTUAL,2025-05-14 09:00:00,1.3292000793791194,SL,-2.2099206208805455,-22.099206208805455,85.0,HIGH,BULLISH_BIAS
2025-05-14 10:00:00,1.33289,BUY,0.01,1.33047488275925,1.3377202344814993,VIRTUAL,2025-05-14 17:00:00,1.33047488275925,SL,-2.415117240749831,-24.15117240749831,80.5,HIGH,BULLISH_BIAS
2025-05-19 12:00:00,1.33967,BUY,0.01,1.3362125314865376,1.3465849370269243,VIRTUAL,2025-05-19 16:00:00,1.3362125314865376,SL,-3.457468513462292,-34.57468513462292,95.5,HIGH,BULLISH_BIAS
2025-05-19 16:00:00,1.33663,BUY,0.021970000000000003,1.3336884816155459,1.3425130367689084,REAL,2025-05-20 15:00:00,1.3336884816155459,SL,-6.462515890645684,-29.415183844541115,80.5,HIGH,BULLISH_BIAS
2025-05-21 07:00:00,1.34305,BUY,0.028561000000000007,1.340977082904837,1.347195834190326,REAL,2025-05-21 11:00:00,1.340977082904837,SL,-5.920458515495034,-20.72917095162996,85.0,HIGH,BULLISH_BIAS
2025-05-21 11:00:00,1.3399,BUY,0.03712930000000001,1.3366977302685443,1.3463045394629118,REAL,2025-05-23 10:00:00,1.3463045394629118,TP,23.779606708028933,64.04539462911751,85.0,HIGH,BULLISH_BIAS
2025-05-23 10:00:00,1.34799,BUY,0.01,1.3454385459584697,1.3530929080830605,VIRTUAL,2025-05-23 15:00:00,1.3530929080830605,TP,5.1029080830604645,51.02908083060464,89.5,HIGH,BULLISH_BIAS
2025-05-23 15:00:00,1.35181,BUY,0.01,1.3481927906825455,1.3590444186349087,VIRTUAL,2025-05-23 16:00:00,1.3481927906825455,SL,-3.6172093174544613,-36.172093174544614,100.0,HIGH,BULLISH_BIAS
2025-05-23 16:00:00,1.34824,BUY,0.01,1.3442670852582064,1.3561858294835876,VIRTUAL,2025-05-26 04:00:00,1.3561858294835876,TP,7.945829483587463,79.45829483587463,100.0,HIGH,BULLISH_BIAS
2025-05-26 04:00:00,1.35843,BUY,0.01,1.3554327972438738,1.3644244055122527,VIRTUAL,2025-05-26 15:00:00,1.3554327972438738,SL,-2.9972027561262498,-29.972027561262493,85.0,HIGH,BULLISH_BIAS
2025-05-28 10:00:00,1.34985,BUY,0.01,1.3473449627505856,1.3548600744988288,VIRTUAL,2025-05-28 15:00:00,1.3473449627505856,SL,-2.5050372494144213,-25.050372494144213,89.5,HIGH,BULLISH_BIAS
2025-05-29 04:00:00,1.34445,BUY,0.01,1.3414360064784936,1.3504779870430126,VIRTUAL,2025-05-29 15:00:00,1.3504779870430126,TP,6.027987043012662,60.279870430126614,89.5,HIGH,BULLISH_BIAS
2025-06-02 10:00:00,1.35485,BUY,0.01,1.351858618088382,1.3608327638232363,VIRTUAL,2025-06-02 20:00:00,1.351858618088382,SL,-2.991381911618074,-29.91381911618074,89.5,HIGH,BULLISH_BIAS
2025-06-04 19:00:00,1.35714,BUY,0.01,1.3540479418681293,1.3633241162637415,VIRTUAL,2025-06-06 10:00:00,1.3540479418681293,SL,-3.092058131870745,-30.920581318707452,85.0,HIGH,BULLISH_BIAS
2025-06-06 15:00:00,1.35366,BUY,0.01,1.3510086845051195,1.3589626309897613,VIRTUAL,2025-06-06 16:00:00,1.3510086845051195,SL,-2.651315494880624,-26.51315494880624,85.0,HIGH,BULLISH_BIAS
2025-06-06 16:00:00,1.35214,BUY,0.021970000000000003,1.34910819323777,1.3582036135244595,REAL,2025-06-10 09:00:00,1.34910819323777,SL,-6.660879456619127,-30.31806762229916,85.0,HIGH,BULLISH_BIAS
2025-06-10 12:00:00,1.3492,BUY,0.028561000000000007,1.3460743940827102,1.3554512118345796,REAL,2025-06-11 18:00:00,1.3554512118345796,TP,17.854086120742974,62.512118345796615,85.0,HIGH,BULLISH_BIAS
2025-06-11 18:00:00,1.35551,BUY,0.01,1.3520484083607172,1.3624331832785657,VIRTUAL,2025-06-13 02:00:00,1.3624331832785657,TP,6.92318327856567,69.23183278565669,89.5,HIGH,BULLISH_BIAS
2025-06-16 16:00:00,1.36114,BUY,0.01,1.3584046798921463,1.3666106402157072,VIRTUAL,2025-06-16 22:00:00,1.3584046798921463,SL,-2.7353201078537115,-27.353201078537115,95.5,HIGH,BULLISH_BIAS
2025-06-17 17:00:00,1.35122,BUY,0.01,1.3479051647766445,1.3578496704467116,VIRTUAL,2025-06-17 19:00:00,1.3479051647766445,SL,-3.3148352233556273,-33.148352233556274,80.5,HIGH,BULLISH_BIAS
