entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,1000,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
12/6/2023 22:00,1.25557,SELL,0.01,1.256731131,1.253247739,VIRTUAL,12/7/2023 9:30,1.256731131,SL,-1.161130613,,-11.61130613,71.45,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.653987986,-2.305609614,0.609236875,0.316700779,0.289116334,0,50,50,7.5,0,12.75,1.2,0,0,0,0,0,0,0
12/7/2023 9:30,1.25793,SELL,0.01,1.258959106,1.255871789,VIRTUAL,12/7/2023 12:00,1.258959106,SL,-1.029105738,,-10.29105738,80.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.634490158,4.46323738,0.096694345,1.629491475,2.394627731,0,55,50,7.5,0,20,3,0,0,0,0,0,0,0
12/7/2023 12:00,1.25861,SELL,0.01,1.259902894,1.256024212,VIRTUAL,12/7/2023 14:45,1.256024212,TP,2.585787947,,25.85787947,73.6,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.705881447,1.835490754,0.216548883,0.837243469,1.383707469,0,35,50,7.5,0,14,2.1,0,0,0,0,0,0,0
12/8/2023 9:45,1.25656,SELL,0.01,1.257676647,1.254326706,VIRTUAL,12/8/2023 12:15,1.257676647,SL,-1.116646938,,-11.16646938,79.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.696983531,-3.037294011,0.209691278,-1.018555677,0.861982464,0,66,50,7.5,0,12,10,0,0,0,0,0,0,0
12/8/2023 12:30,1.25827,SELL,0.01,1.25960772,1.25559456,VIRTUAL,12/8/2023 15:30,1.25559456,TP,2.675439817,,26.75439817,73.85,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.720751695,1.672218096,0.510781974,0.12301958,0.609767832,0,40,50,7.5,0,15.75,0.6,0,0,0,0,0,0,0
12/8/2023 15:45,1.25456,SELL,0.01,1.257208233,1.249263533,VIRTUAL,12/11/2023 12:45,1.257208233,SL,-2.648233315,,-26.48233315,75.975,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.753652227,-2.351425368,0.435906588,-0.721047391,1.320467467,0,10,50,7.5,0,11.475,7,0,0,0,0,0,0,0
12/11/2023 12:45,1.25726,SELL,0.01,1.258577365,1.254625269,VIRTUAL,12/11/2023 13:45,1.258577365,SL,-1.317365255,,-13.17365255,78.1,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.823679385,2.656152109,0.105611757,0.030600283,-1.019584099,0,22,50,7.5,0,20,0.6,0,0,0,0,0,0,0
12/11/2023 18:30,1.25488,SELL,0.01,1.256422789,1.251794422,VIRTUAL,12/11/2023 21:00,1.256422789,SL,-1.542788794,,-15.42788794,70.175,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.813921877,-2.233786309,0.43134981,0.369416717,-0.641443097,0,15,50,7.5,0,11.475,1.2,0,0,0,0,0,0,0
12/12/2023 9:30,1.2571,SELL,0.05,1.258129686,1.255040628,REAL,12/12/2023 10:45,1.255040628,TP,10.29685819,,20.59371638,75,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.771725745,-1.724781585,0.743364571,-0.853261103,0.252430601,0,50,50,7.5,0,10.5,7,0,0,0,0,0,0,0
12/12/2023 10:45,1.25489,SELL,0.01,1.25614242,1.252385159,VIRTUAL,12/12/2023 11:45,1.25614242,SL,-1.25242046,,-12.5242046,78,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.795735974,-3.860810492,0.4475251,-0.689602964,-0.82855928,0,40,50,7.5,0,13.5,7,0,0,0,0,0,0,0
12/13/2023 9:15,1.25323,SELL,0.01,1.254485326,1.250719348,VIRTUAL,12/13/2023 15:30,1.254485326,SL,-1.255326059,,-12.55326059,81,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.781087411,-2.549101254,0.511886373,-2.692809328,7.728634887,0,67,50,7.5,0,13.5,10,0,0,0,0,0,0,0
12/13/2023 16:00,1.25388,SELL,0.01,1.255391129,1.250857742,VIRTUAL,12/13/2023 17:00,1.250857742,TP,3.022257563,,30.22257563,80.75,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.758356125,2.270754936,0.627508667,-0.149100918,0.353584206,0,39,50,7.5,0,21.25,2,0,0,0,0,0,0,0
12/13/2023 21:30,1.26286,SELL,0.01,1.266149925,1.25628015,VIRTUAL,12/14/2023 11:15,1.266149925,SL,-3.289925041,,-32.89925041,80.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.751012396,4.556159043,0.036882896,2.588973149,6.499262206,0,1,50,7.5,0,20,3,0,0,0,0,0,0,0
12/14/2023 14:00,1.2701,BUY,0.01,1.267579258,1.275141484,VIRTUAL,12/14/2023 16:45,1.275141484,TP,5.041484432,,50.41484432,79.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.838308445,3.215815853,0.368491364,1.635823402,3.431285827,0,13,50,7.5,0,12,10,0,0,0,0,0,0,0
12/15/2023 15:30,1.27106,BUY,0.01,1.268480835,1.27621833,VIRTUAL,12/15/2023 20:15,1.268480835,SL,-2.57916501,,-25.7916501,79.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.775653585,-4.006875467,0.005804006,-0.509558248,0.991439916,0,27,50,7.5,0,20,2.1,0,0,0,0,0,0,0
12/15/2023 20:15,1.26892,BUY,0.01,1.267097517,1.272564966,VIRTUAL,12/15/2023 20:45,1.267097517,SL,-1.822483073,,-18.22483073,70.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.806043859,-0.559703375,0.643292269,-1.070371763,1.758128974,0,41,50,7.5,0,10,3,0,0,0,0,0,0,0
12/18/2023 2:15,1.26768,BUY,0.01,1.266710109,1.269619782,VIRTUAL,12/18/2023 5:30,1.269619782,TP,1.939781574,,19.39781574,70.1,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.825099208,1.608905445,0.791320428,-0.55665658,-0.12111552,0,68,50,7.5,0,10.5,2.1,0,0,0,0,0,0,0
12/18/2023 7:15,1.26974,BUY,0.01,1.269094648,1.271030704,VIRTUAL,12/18/2023 7:45,1.269094648,SL,-0.645351902,,-6.453519017,71.1,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.789682782,1.082517613,0.000562986,0.591049682,-0.267859176,0,100,50,7.5,0,6.6,7,0,0,0,0,0,0,0
12/18/2023 13:00,1.26574,SELL,0.01,1.267243294,1.262733412,VIRTUAL,12/18/2023 15:30,1.267243294,SL,-1.503293973,,-15.03293973,73.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.752983889,-2.655961685,0.004899322,-0.245923767,-0.000622578,0,41,50,7.5,0,12,4,0,0,0,0,0,0,0
12/18/2023 17:45,1.26445,SELL,0.01,1.266087399,1.261175202,VIRTUAL,12/19/2023 3:15,1.266087399,SL,-1.637398865,,-16.37398865,71.1,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.762298338,-0.758898046,0.804690201,-0.762514858,1.578805362,0,22,50,7.5,0,6.6,7,0,0,0,0,0,0,0
12/19/2023 12:00,1.26964,BUY,0.04,1.268247869,1.272424263,REAL,12/19/2023 14:15,1.272424263,TP,11.13705073,,27.84262683,71.45,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.701699632,2.302800165,0.742420427,-0.360571193,0.331343456,0,10,50,7.5,0,12.75,1.2,0,0,0,0,0,0,0
12/19/2023 14:15,1.27235,BUY,0.01,1.270821686,1.275406628,VIRTUAL,12/19/2023 16:45,1.275406628,TP,3.056627873,,30.56627873,70.85,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.667016714,2.220397274,0.797172529,-0.147371311,-0.237729681,0,21,50,7.5,0,12.75,0.6,0,0,0,0,0,0,0
12/19/2023 17:00,1.27278,BUY,0.01,1.270924748,1.276490504,VIRTUAL,12/20/2023 9:00,1.270924748,SL,-1.855251942,,-18.55251942,73.825,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.673974336,-1.221882056,0.904385071,-0.297678914,0.382924007,0,1,50,7.5,0,15.125,1.2,0,0,0,0,0,0,0
12/20/2023 9:00,1.26684,SELL,0.01,1.268457553,1.263604894,VIRTUAL,12/20/2023 14:45,1.263604894,TP,3.235106494,,32.35106494,79.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.730144587,-5.872935837,0.29739927,-3.869014918,13.70941741,0,50,50,7.5,0,12,10,0,0,0,0,0,0,0
12/20/2023 15:15,1.26517,SELL,0.01,1.26690053,1.261708941,VIRTUAL,12/20/2023 16:15,1.26690053,SL,-1.730529631,,-17.30529631,75.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,50,15,0,25,10,0,0,0,0,0,0,0,0.755593465,0.888978854,0.809959206,-0.510664649,0.190197583,0,25,50,7.5,0,11,7,0,0,0,0,0,0,0
