entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
2023-11-29 09:45:00,1.26975,BUY,0.01,1.2685285130086745,1.2721929739826505,VIRTUAL,2023-11-29 11:15:00,1.2685285130086745,SL,-1.2214869913254045,-12.214869913254045,97.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.792980114071249,-2.0333829797925187,0.27305610653544843,-0.7857810319658449,0.05056272131731587,0,50.0,50,5.0,0.0,34.0,0.0,8.0,0.0,0,0,0,0,0
2023-11-29 21:00:00,1.27256,BUY,0.01,1.2711080424506536,1.2754639150986926,VIRTUAL,2023-11-29 21:30:00,1.2711080424506536,SL,-1.4519575493463497,-14.519575493463499,87.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.7283341495187688,2.7986153424530382,7.128226689356865e-06,-1.1341102455482959,0.7812828757359109,0,43.0,50,5.0,0.0,24.0,0.0,8.0,0.0,0,0,0,0,0
2023-11-30 09:45:00,1.26938,BUY,0.01,1.2681782360067395,1.271783527986521,VIRTUAL,2023-11-30 10:30:00,1.2681782360067395,SL,-1.2017639932604407,-12.017639932604407,75.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.7480191477421141,-0.8103405989788643,0.005060497894602722,0.008609639818373075,-0.42840810761634884,0,61.0,50,5.0,0.0,16.0,0.0,4.0,0.0,0,0,0,0,0
2023-11-30 11:45:00,1.2649,BUY,0.03,1.2630567231133187,1.268586553773362,REAL,2023-11-30 15:45:00,1.2630567231133187,SL,-5.529830660043533,-18.432768866811777,73.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.7483337694776541,-3.392781190153415,0.16046077832399275,-0.5024482726384389,0.0026213579248817176,0,12.0,50,5.0,0.0,40.0,0.0,8.0,0.0,0,-30,0,0,0
2023-12-01 03:00:00,1.26484,BUY,0.11,1.26396665970295,1.2665866805940997,REAL,2023-12-01 05:45:00,1.26396665970295,SL,-9.606743267549955,-8.73340297049996,79.8,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.7621382110140545,1.9836117062010241,0.12066941601022174,-0.627436592579717,0.827737367875526,0,64.0,50,5.0,0.0,16.8,0.0,8.0,0.0,0,0,0,0,0
2023-12-01 11:30:00,1.26713,BUY,0.14,1.2657707459778769,1.2698485080442463,REAL,2023-12-01 12:30:00,1.2657707459778769,SL,-19.02955630972514,-13.592540221232241,85.95,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.8062108228029738,2.0837506721440455,0.42500206187026957,0.8261452112257661,0.7599667339027789,0,47.0,50,5.0,0.0,22.95,0.0,8.0,0.0,0,0,0,0,0
2023-12-01 22:00:00,1.27054,BUY,0.25,1.2690358256605805,1.2735483486788393,REAL,2023-12-04 00:00:00,1.2690358256605805,SL,-37.604358485487936,-15.041743394195173,72.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.8053900173082786,0.6617364771910471,0.37703469124017,0.5661963528386857,0.13898687303843005,0,30.0,50,5.0,0.0,9.600000000000001,0.0,8.0,0.0,0,0,0,0,0
2023-12-04 00:00:00,1.2707,BUY,0.55,1.2693181250748402,1.2734637498503194,REAL,2023-12-04 00:45:00,1.2693181250748402,SL,-76.00312088378526,-13.818749251597318,78.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.8562819423858112,-0.22840933698873134,0.5764251158287443,0.27672975471769146,1.1115022535957273,0,50.0,50,5.0,0.0,9.0,0.0,14.0,0.0,0,0,0,0,0
2023-12-04 00:45:00,1.27061,BUY,1.03,1.269143143937607,1.273543712124786,REAL,2023-12-04 02:45:00,1.269143143937607,SL,-151.0861744264729,-14.668560623929405,89.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.8267114652222843,-0.6705391182716683,0.6793405692354906,0.44146857070376844,1.43540796505423,0,47.0,50,5.0,0.0,20.0,0.0,14.0,0.0,0,0,0,0,0
2023-12-04 02:45:00,1.26776,BUY,1.75,1.2660343479392808,1.2712113041214383,REAL,2023-12-04 11:00:00,1.2660343479392808,SL,-301.9891106258554,-17.25652060719174,83.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,10,0,50,0,20,0,0,-30,0,0,0,0.8275194739049977,-2.6022281512868797,0.6668388793358102,-0.8520659260817235,0.6880880809863794,0,19.0,50,5.0,0.0,50.0,0.0,8.0,0.0,0,-30,0,0,0
