entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,exhaustion_score,exhaustion_direction,cusum_score,velocity_score,velocity,acceleration,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
2023-11-28 16:15:00,1.26587,BUY,0.01,1.263854743452303,1.2699005130953942,VIRTUAL,2023-11-28 18:45:00,1.2699005130953942,TP,4.03051309539415,40.3051309539415,79.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7543561570722365,3.31419504527577,6.393069359567072e-06,1.2080097888513641,0.5042950306171856,0,1.0,28.475836431223737,bearish_exhaustion,0.0,47.459727385372894,0.2627013630731355,-0.16573729863689785,50,7.5,0.0,12.0,10.0,0.0,0.0,0,0,0,0,0
2023-11-28 18:45:00,1.2711,BUY,0.01,1.268791165376949,1.2757176692461019,VIRTUAL,2023-11-28 19:45:00,1.268791165376949,SL,-2.3088346230508705,-23.088346230508705,81.0,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7583227441648209,2.7525972906495513,0.495508859833406,1.121984867920063,0.9205457768596239,0,5.0,16.73752711496677,bearish_exhaustion,0.0,27.895878524944617,0.3605206073752769,-0.268980477223432,50,7.5,0.0,13.5,10.0,0.0,0.0,0,0,0,0,0
2023-11-28 19:45:00,1.26924,BUY,0.01,1.2672319771719711,1.2732560456560575,VIRTUAL,2023-11-29 03:15:00,1.2732560456560575,TP,4.016045656057621,40.16045656057621,70.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7770718931629339,0.5679326189416974,0.6451574680382719,0.646641834436905,0.7798980060952543,0,10.0,0.0,none,0.0,0.0,-0.5214297266699668,0.17726022966200472,50,7.5,0.0,6.0,7.0,0.0,0.0,0,0,0,0,0
2023-11-29 09:45:00,1.26975,BUY,0.01,1.2685285130086745,1.2721929739826505,VIRTUAL,2023-11-29 11:15:00,1.2685285130086745,SL,-1.2214869913254045,-12.214869913254045,76.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.792980114071249,-2.0333829797925187,0.27305610653544843,-0.7857810319658449,0.05056272131731587,0,50.0,0.0,none,0.0,0.0,0.27942583732059084,0.11355661881986939,50,7.5,0.0,17.0,2.1,0.0,0.0,0,0,0,0,0
2023-11-29 21:00:00,1.27256,BUY,0.01,1.2711080424506536,1.2754639150986926,VIRTUAL,2023-11-29 21:30:00,1.2711080424506536,SL,-1.4519575493463497,-14.519575493463499,72.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7283341495187688,2.7986153424530382,7.128226689356865e-06,-1.1341102455482959,0.7812828757359109,0,43.0,0.0,none,0.0,0.0,-0.2665677546983365,-0.32579129574687865,50,7.5,0.0,12.0,3.0,0.0,0.0,0,0,0,0,0
2023-11-30 11:45:00,1.2649,BUY,0.01,1.2630567231133187,1.268586553773362,VIRTUAL,2023-11-30 15:45:00,1.2630567231133187,SL,-1.843276886681178,-18.432768866811777,79.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7483337694776541,-3.392781190153415,0.16046077832399275,-0.5024482726384389,0.0026213579248817176,0,12.0,0.0,none,0.0,0.0,-0.6712856043110901,0.11354888375673916,50,7.5,0.0,20.0,2.1,0.0,0.0,0,0,0,0,0
2023-12-01 11:30:00,1.26713,BUY,0.04,1.2657707459778769,1.2698485080442463,REAL,2023-12-01 12:30:00,1.2657707459778769,SL,-5.437016088492896,-13.592540221232241,75.975,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.8062108228029738,2.0837506721440455,0.42500206187026957,0.8261452112257661,0.7599667339027789,0,47.0,24.648221343859017,bearish_exhaustion,0.0,41.080368906431694,0.2945981554678415,-0.3146245059287547,50,7.5,0.0,11.475,7.0,0.0,0.0,0,0,0,0,0
2023-12-01 19:00:00,1.26895,BUY,0.04,1.266510192151489,1.2738296156970221,REAL,2023-12-04 09:45:00,1.266510192151489,SL,-9.759231394044221,-24.398078485110553,76.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.8389109693016851,2.580128839658731,0.022632325057924674,0.7995074010071213,-0.08760513983553597,0,9.0,0.0,none,0.0,0.0,0.08103051237769392,0.031519861830728246,50,7.5,0.0,12.0,7.0,0.0,0.0,0,0,0,0,0
2023-12-04 16:15:00,1.26126,SELL,0.1,1.2631969866587651,1.25738602668247,REAL,2023-12-04 16:45:00,1.2631969866587651,SL,-19.36986658765072,-19.36986658765072,79.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.8681029877068921,-4.558664416656615,0.2750986367252749,-1.0221195766713556,0.9111861268885311,0,22.0,13.312222925908324,bullish_exhaustion,0.0,22.18703820984721,-0.38906480895076395,0.6093519104917775,50,7.5,0.0,12.0,10.0,0.0,0.0,0,0,0,0,0
2023-12-04 16:45:00,1.26334,SELL,0.2,1.2653238255348056,1.2593723489303883,REAL,2023-12-05 18:15:00,1.2593723489303883,TP,79.35302139223222,39.676510696116104,72.9,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.8396156326323513,-1.8302475626254686,0.3618513318490516,-0.7706160311039852,0.42764426268655065,0,19.0,39.657701711482424,bearish_exhaustion,0.0,66.09616951913738,0.16951915240431317,-0.2969641401793648,50,7.5,0.0,8.4,7.0,0.0,0.0,0,0,0,0,0
2023-12-06 22:00:00,1.25557,SELL,0.01,1.2567311306131999,1.2532477387736005,VIRTUAL,2023-12-07 09:30:00,1.2567311306131999,SL,-1.161130613199779,-11.61130613199779,71.45,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.6539879856764893,-2.3056096143677736,0.6092368752882057,0.3167007787006067,0.2891163344721952,0,50.0,33.35841956726569,bullish_exhaustion,0.0,55.597365945442824,-0.22201317027278591,0.09266227657579375,50,7.5,0.0,12.75,1.2,0.0,0.0,0,0,0,0,0
