entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_hurst,weight_skewness,weight_kurtosis,weight_obv_div,weight_regime,weight_vwap,weight_obv,weight_volume
2025-05-02 12:45:00,1.33103,SELL,0.01,1.3325257486151296,1.3280385027697406,VIRTUAL,2025-05-02 15:30:00,1.3280385027697406,TP,2.9914972302593767,29.914972302593767,70.36,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-05 04:45:00,1.32894,SELL,0.01,1.33031054405634,1.3261989118873199,VIRTUAL,2025-05-05 08:00:00,1.33031054405634,SL,-1.3705440563400728,-13.705440563400728,86.3,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-05 08:00:00,1.33031,SELL,0.01,1.3314208435143808,1.3280883129712384,VIRTUAL,2025-05-05 09:30:00,1.3280883129712384,TP,2.2216870287616874,22.216870287616874,74.2,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-05 13:30:00,1.33036,SELL,0.01,1.3317519762467929,1.3275760475064142,VIRTUAL,2025-05-05 14:00:00,1.3317519762467929,SL,-1.391976246792881,-13.919762467928809,70.19999999999999,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-05 14:00:00,1.33217,SELL,0.01,1.3337393954920356,1.3290312090159289,VIRTUAL,2025-05-05 18:30:00,1.3290312090159289,TP,3.1387909840712163,31.387909840712158,71.89999999999999,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-05 19:00:00,1.32733,SELL,0.01,1.3289507267181517,1.3240885465636962,VIRTUAL,2025-05-05 21:45:00,1.3289507267181517,SL,-1.6207267181518326,-16.207267181518326,71.1,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-06 04:30:00,1.32707,SELL,0.01,1.3283492017352692,1.3245115965294616,VIRTUAL,2025-05-06 05:00:00,1.3283492017352692,SL,-1.2792017352691865,-12.792017352691865,74.42,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-06 05:00:00,1.32839,SELL,0.01,1.3297317559700466,1.3257064880599068,VIRTUAL,2025-05-06 07:00:00,1.3297317559700466,SL,-1.3417559700465986,-13.417559700465986,70.8,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-06 07:30:00,1.33022,SELL,0.01,1.3312203693432714,1.3282192613134571,VIRTUAL,2025-05-06 10:15:00,1.3312203693432714,SL,-1.0003693432714122,-10.003693432714122,79.8,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-06 10:15:00,1.3319,SELL,0.04,1.333304586236706,1.3290908275265885,REAL,2025-05-06 11:15:00,1.333304586236706,SL,-5.618344946823229,-14.04586236705807,82.69999999999999,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-06 13:45:00,1.3351,SELL,0.07,1.336744499608839,1.331811000782322,REAL,2025-05-06 14:15:00,1.336744499608839,SL,-11.511497261872616,-16.444996088389452,73.6,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-08 05:00:00,1.33333,BUY,0.11,1.3313482048588094,1.3372935902823808,REAL,2025-05-08 08:00:00,1.3313482048588094,SL,-21.799746553095023,-19.817951411904566,90.8,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-08 08:30:00,1.33154,SELL,0.26,1.333218530768479,1.328182938463042,REAL,2025-05-08 09:30:00,1.328182938463042,TP,87.28359996090873,33.57061536958028,74.44,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-08 09:45:00,1.32825,SELL,0.01,1.3302015010826282,1.3243469978347433,VIRTUAL,2025-05-08 14:00:00,1.3302015010826282,SL,-1.9515010826283152,-19.515010826283152,72.16,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-08 20:45:00,1.32581,SELL,0.01,1.3279043682276672,1.3216212635446656,VIRTUAL,2025-05-09 05:00:00,1.3216212635446656,TP,4.188736455334351,41.88736455334352,73.28,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-09 16:15:00,1.32963,BUY,0.01,1.3281209911510152,1.33264801769797,VIRTUAL,2025-05-12 00:00:00,1.3281209911510152,SL,-1.5090088489848608,-15.090088489848608,70.26,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-12 01:00:00,1.32879,BUY,0.01,1.3267187776310119,1.3329324447379762,VIRTUAL,2025-05-12 10:00:00,1.3267187776310119,SL,-2.071222368988046,-20.71222368988046,71.8,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-12 11:00:00,1.31648,SELL,0.01,1.31945004146711,1.3105399170657803,VIRTUAL,2025-05-12 11:45:00,1.31945004146711,SL,-2.970041467109885,-29.70041467109885,78.1,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-12 11:45:00,1.31944,SELL,0.01,1.3223157247713304,1.3136885504573388,VIRTUAL,2025-05-13 15:15:00,1.3223157247713304,SL,-2.875724771330468,-28.75724771330468,73.78,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-13 16:00:00,1.32366,BUY,0.06,1.3220632525271252,1.3268534949457496,REAL,2025-05-13 18:15:00,1.3268534949457496,TP,19.160969674496982,31.934949457494977,83.24,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-13 18:15:00,1.32777,BUY,0.01,1.325627277378391,1.3320554452432174,VIRTUAL,2025-05-14 10:30:00,1.3320554452432174,TP,4.2854452432175005,42.854452432175,72.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-14 11:30:00,1.33454,BUY,0.01,1.332360902048712,1.3388981959025763,VIRTUAL,2025-05-14 15:00:00,1.332360902048712,SL,-2.1790979512881226,-21.790979512881226,72.6,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-14 17:30:00,1.32946,BUY,0.01,1.3273573250232755,1.333665349953449,VIRTUAL,2025-05-14 19:30:00,1.3273573250232755,SL,-2.102674976724561,-21.02674976724561,73.6,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-14 20:45:00,1.32792,BUY,0.01,1.3263261341534365,1.331107731693127,VIRTUAL,2025-05-14 21:15:00,1.3263261341534365,SL,-1.5938658465635138,-15.938658465635136,77.89999999999999,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-14 21:15:00,1.32614,BUY,0.01,1.324519762986359,1.3293804740272823,VIRTUAL,2025-05-15 09:15:00,1.3293804740272823,TP,3.2404740272822257,32.40474027282225,80.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-15 09:45:00,1.33041,BUY,0.01,1.3289784119273405,1.3332731761453191,VIRTUAL,2025-05-15 10:00:00,1.3289784119273405,SL,-1.4315880726596395,-14.315880726596397,80.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-16 11:30:00,1.33089,BUY,0.01,1.329687298477788,1.3332954030444237,VIRTUAL,2025-05-16 12:45:00,1.329687298477788,SL,-1.202701522211802,-12.02701522211802,82.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-16 12:45:00,1.32926,BUY,0.01,1.3279966726633263,1.3317866546733477,VIRTUAL,2025-05-16 15:15:00,1.3279966726633263,SL,-1.2633273366737807,-12.633273366737807,83.2,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-16 15:15:00,1.32861,BUY,0.01,1.3273594262004138,1.3311111475991724,VIRTUAL,2025-05-16 17:30:00,1.3273594262004138,SL,-1.2505737995862631,-12.505737995862631,75.39999999999999,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-19 02:00:00,1.33004,BUY,0.04,1.3288397991464571,1.3324404017070854,REAL,2025-05-19 10:00:00,1.3324404017070854,TP,9.601606828342213,24.004017070855532,76.72,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-19 10:15:00,1.33511,BUY,0.01,1.333538669262329,1.3382526614753418,VIRTUAL,2025-05-19 12:15:00,1.3382526614753418,TP,3.1426614753418125,31.426614753418125,77.8,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-19 15:00:00,1.33764,BUY,0.01,1.3361182287525493,1.3406835424949015,VIRTUAL,2025-05-19 16:45:00,1.3361182287525493,SL,-1.5217712474506762,-15.217712474506762,71.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-19 17:00:00,1.33666,BUY,0.01,1.3350237817431596,1.3399324365136807,VIRTUAL,2025-05-19 19:00:00,1.3350237817431596,SL,-1.6362182568403494,-16.362182568403494,85.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-19 19:00:00,1.33558,BUY,0.01,1.334035328257574,1.3386693434848518,VIRTUAL,2025-05-20 10:15:00,1.3386693434848518,TP,3.089343484851792,30.89343484851792,71.69999999999999,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-20 15:45:00,1.33402,BUY,0.01,1.3325970222347658,1.3368659555304683,VIRTUAL,2025-05-20 17:00:00,1.3368659555304683,TP,2.8459555304682915,28.459555304682915,83.6,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-20 22:15:00,1.33868,BUY,0.01,1.3376281254360685,1.3407837491278636,VIRTUAL,2025-05-21 03:15:00,1.3407837491278636,TP,2.1037491278634857,21.037491278634857,73.48,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 03:15:00,1.34079,BUY,0.01,1.3399891780695752,1.3423916438608494,VIRTUAL,2025-05-21 04:30:00,1.3399891780695752,SL,-0.8008219304247445,-8.008219304247444,73.78,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 05:15:00,1.34226,BUY,0.01,1.3411648041775688,1.3444503916448625,VIRTUAL,2025-05-21 09:00:00,1.3444503916448625,TP,2.190391644862455,21.90391644862455,89.72,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 09:00:00,1.34491,BUY,0.01,1.3435237523762928,1.3476824952474145,VIRTUAL,2025-05-21 10:00:00,1.3435237523762928,SL,-1.3862476237072041,-13.862476237072041,89.72,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 10:00:00,1.34267,BUY,0.01,1.3406755881801342,1.3466588236397314,VIRTUAL,2025-05-21 11:00:00,1.3406755881801342,SL,-1.9944118198658158,-19.944118198658156,80.6,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 11:00:00,1.34076,BUY,0.01,1.3385178746471666,1.3452442507056666,VIRTUAL,2025-05-21 20:00:00,1.3452442507056666,TP,4.484250705666604,44.84250705666604,78.2,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 20:00:00,1.34495,BUY,0.01,1.3435140342577288,1.3478219314845428,VIRTUAL,2025-05-21 20:30:00,1.3435140342577288,SL,-1.4359657422713388,-14.35965742271339,78.28,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 20:30:00,1.34386,BUY,0.01,1.342417296842472,1.3467454063150566,VIRTUAL,2025-05-21 22:15:00,1.342417296842472,SL,-1.4427031575281466,-14.427031575281468,74.92,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-21 22:45:00,1.34164,BUY,0.01,1.3403140747205384,1.344291850558923,VIRTUAL,2025-05-22 11:45:00,1.3403140747205384,SL,-1.325925279461515,-13.25925279461515,85.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-22 13:15:00,1.33952,BUY,0.01,1.3379164999527613,1.3427270000944775,VIRTUAL,2025-05-22 16:00:00,1.3427270000944775,TP,3.207000094477497,32.07000094477497,81.2,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 04:30:00,1.34411,BUY,0.01,1.3432845512194256,1.3457608975611484,VIRTUAL,2025-05-23 08:45:00,1.3457608975611484,TP,1.6508975611484455,16.508975611484455,72.16,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 09:15:00,1.34467,BUY,0.01,1.3435854849546944,1.3468390300906115,VIRTUAL,2025-05-23 10:15:00,1.3468390300906115,TP,2.1690300906114235,21.690300906114235,80.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 10:15:00,1.34764,BUY,0.01,1.346159785793403,1.350600428413194,VIRTUAL,2025-05-23 14:15:00,1.350600428413194,TP,2.960428413194105,29.60428413194105,84.2,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 14:15:00,1.35003,BUY,0.01,1.3484924765553987,1.3531050468892027,VIRTUAL,2025-05-23 14:45:00,1.3484924765553987,SL,-1.5375234446013408,-15.375234446013408,75.64,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 14:45:00,1.34887,BUY,0.01,1.3468158157238328,1.3529783685523344,VIRTUAL,2025-05-23 15:30:00,1.3529783685523344,TP,4.108368552334429,41.08368552334429,75.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 15:30:00,1.35327,BUY,0.01,1.3506882865615586,1.3584334268768825,VIRTUAL,2025-05-23 16:00:00,1.3506882865615586,SL,-2.58171343844138,-25.817134384413798,81.7,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-23 16:00:00,1.35021,BUY,0.01,1.347492846350682,1.3556443072986362,VIRTUAL,2025-05-26 03:45:00,1.3556443072986362,TP,5.434307298636254,54.343072986362536,78.8,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-26 03:45:00,1.35611,BUY,0.01,1.354861259450311,1.3586074810993773,VIRTUAL,2025-05-26 04:45:00,1.3586074810993773,TP,2.497481099377419,24.974810993774188,77.19999999999999,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-26 04:45:00,1.35843,BUY,0.01,1.3569649673315622,1.3613600653368756,VIRTUAL,2025-05-26 10:00:00,1.3569649673315622,SL,-1.4650326684377826,-14.650326684377823,82.9,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-26 10:00:00,1.357,BUY,0.01,1.3556549965735618,1.3596900068528766,VIRTUAL,2025-05-26 12:30:00,1.3556549965735618,SL,-1.3450034264381738,-13.450034264381738,98.7,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-26 12:30:00,1.35593,BUY,0.01,1.3547667518325226,1.3582564963349548,VIRTUAL,2025-05-27 03:45:00,1.3582564963349548,TP,2.326496334954742,23.26496334954742,92.6,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-27 03:45:00,1.35825,BUY,0.01,1.3575075587503052,1.3597348824993896,VIRTUAL,2025-05-27 04:30:00,1.3575075587503052,SL,-0.742441249694803,-7.42441249694803,79.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-27 04:45:00,1.35739,BUY,0.01,1.35648665847837,1.3591966830432607,VIRTUAL,2025-05-27 07:30:00,1.35648665847837,SL,-0.9033415216301854,-9.033415216301854,71.16,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-27 10:45:00,1.35252,BUY,0.01,1.3507729672360083,1.356014065527983,VIRTUAL,2025-05-27 15:15:00,1.356014065527983,TP,3.4940655279831474,34.940655279831475,74.1,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-28 04:45:00,1.34934,BUY,0.01,1.3480008354902113,1.352018329019577,VIRTUAL,2025-05-28 05:45:00,1.3480008354902113,SL,-1.3391645097886595,-13.391645097886595,79.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-28 10:00:00,1.34975,BUY,0.01,1.3481988477612947,1.3528523044774106,VIRTUAL,2025-05-28 14:15:00,1.3481988477612947,SL,-1.5511522387052779,-15.511522387052779,88.7,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-29 15:45:00,1.35016,BUY,0.01,1.3483566893509067,1.3537666212981865,VIRTUAL,2025-05-29 17:00:00,1.3483566893509067,SL,-1.803310649093337,-18.03310649093337,71.2,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
2025-05-29 17:15:00,1.34858,BUY,0.01,1.3465340204342746,1.3526719591314504,VIRTUAL,2025-05-30 09:00:00,1.3465340204342746,SL,-2.0459795657252755,-20.459795657252755,72.8,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,True,45,10,10,5,5,-10,0,0,0
