confidence_score,adx_threshold,loss_trigger,total_trades,win_rate,profit_factor,return_pct,max_drawdown,virtual_trades,real_trades
70,20,1,376,34.04255319148936,1.174884321509047,45.89604906267874,17.240455636069775,129,247
70,20,2,376,34.04255319148936,1.1390038649267737,31.75276758592094,14.881017650517133,219,157
70,20,3,376,34.04255319148936,1.1058178781490935,22.063440182990604,13.164681369766965,277,99
70,20,5,376,34.04255319148936,1.0392647326397944,7.5495038258222,14.746805367461773,341,35
70,25,1,281,36.654804270462634,1.215858551087635,42.34728714365684,19.490605026994388,104,177
70,25,2,281,36.654804270462634,1.1839556003400438,31.56228383739682,16.482864013622894,174,107
70,25,3,281,36.654804270462634,1.1584670456968416,24.95495607109939,15.352238243219391,218,63
70,25,5,281,36.654804270462634,1.1181083338273214,17.170160470063138,14.755106981580429,261,20
70,30,1,246,36.58536585365854,1.056482551951715,11.340205023792393,44.41433926239108,91,155
70,30,2,246,36.58536585365854,1.0446993420867952,7.677793443533161,35.809455382265384,149,97
70,30,3,246,36.58536585365854,1.054244442775558,8.311934382524043,29.516056374519366,189,57
70,30,5,246,36.58536585365854,1.0655158490447096,8.773579724107123,20.96171218413181,224,22
70,35,1,190,40.526315789473685,1.3838914361325876,44.81345218753421,16.82895110675769,78,112
70,35,2,190,40.526315789473685,1.3373936241418347,35.24643959206344,14.343873666292916,127,63
70,35,3,190,40.526315789473685,1.3138689633918197,30.729445675395056,12.2064743255262,157,33
70,35,5,190,40.526315789473685,1.290871438732654,26.9922520248588,9.392535353448077,182,8
75,20,1,376,33.51063829787234,1.1427682031515427,36.246431146052714,19.345838526497953,127,249
75,20,2,376,33.51063829787234,1.0972756079597457,21.536440038344395,15.891105688624101,215,161
75,20,3,376,33.51063829787234,1.0690035850461683,13.95969849128376,13.276326987728876,280,96
75,20,5,376,33.51063829787234,1.0081386438489337,1.5205539939846773,12.819494979429905,341,35
75,25,1,314,34.394904458598724,1.153880325126606,31.884426607761583,15.90939877683947,109,205
75,25,2,314,34.394904458598724,1.1129005413610973,20.476884064066468,13.077526188789523,183,131
75,25,3,314,34.394904458598724,1.0758190149375477,12.687500895176795,11.95272803552571,237,77
75,25,5,314,34.394904458598724,1.0280428259367178,4.394890080098563,14.726415422060082,291,23
75,30,1,255,32.94117647058823,0.9448676836974854,-12.414159021713715,48.193420493689615,85,170
75,30,2,255,32.94117647058823,0.9368187773548071,-12.004235187447392,40.6715957993974,142,113
75,30,3,255,32.94117647058823,0.9396613567567398,-10.11189279934635,33.7653040467956,183,72
75,30,5,255,32.94117647058823,0.927676249031354,-10.477391394068718,26.494681504930433,224,31
75,35,1,190,36.84210526315789,1.0999769883898782,13.496243096980564,19.56398901143674,71,119
75,35,2,190,36.84210526315789,1.0947981380560297,11.114874714139859,15.91851168016597,118,72
75,35,3,190,36.84210526315789,1.0989082824299918,10.566197315603148,13.197994172160495,146,44
75,35,5,190,36.84210526315789,1.108022787220145,10.431472508979198,10.473267041606748,173,17
80,20,1,365,32.87671232876712,1.0579848542200279,15.8506720174055,33.71023497452869,121,244
80,20,2,365,32.87671232876712,1.0243683585641405,5.740412746724203,27.861046911284713,206,159
80,20,3,365,32.87671232876712,1.0094895591740514,2.011625896285338,23.644686998820326,268,97
80,20,5,365,32.87671232876712,0.970853629755034,-5.5395673740943465,18.630974587181566,326,39
80,25,1,307,33.22475570032573,1.0636705273859073,14.321422736343095,26.108603127183223,103,204
80,25,2,307,33.22475570032573,1.0351886838974333,6.82942064338215,21.662741506427057,173,134
80,25,3,307,33.22475570032573,1.0117910889719965,2.0745355611531267,19.945526236009286,224,83
80,25,5,307,33.22475570032573,0.9823130592993514,-2.8226885522017966,16.84903765844657,276,31
80,30,1,250,32.0,0.9047328274238848,-24.58045657568516,56.11274679424465,81,169
80,30,2,250,32.0,0.9025928896178597,-20.890533774758183,46.66342288598376,135,115
80,30,3,250,32.0,0.9121567208217068,-16.275190827654626,37.57347028587002,173,77
80,30,5,250,32.0,0.9153504799837784,-12.93127999281313,27.2959338794642,210,40
80,35,1,185,36.21621621621622,1.073744074883198,10.40059980367495,20.172544159910952,68,117
80,35,2,185,36.21621621621622,1.0655736675554863,7.9720453749841065,16.268669994472194,112,73
80,35,3,185,36.21621621621622,1.0798588550097667,8.721902319698756,13.359379644762766,140,45
80,35,5,185,36.21621621621622,1.1028899428343015,9.889741342124609,10.477687577640637,164,21
85,20,1,281,34.519572953736656,1.1012595028899206,21.685414105693255,33.20796210741222,98,183
85,20,2,281,34.519572953736656,1.0679300705672496,12.544251989387503,26.361641652304176,165,116
85,20,3,281,34.519572953736656,1.0450350796661885,7.516192172395762,21.62115083694044,211,70
85,20,5,281,34.519572953736656,1.0107930044941476,1.6095497135529226,15.306490096691045,250,31
85,25,1,235,33.61702127659574,1.0357846120056873,6.432505815545099,28.79952901666632,80,155
85,25,2,235,33.61702127659574,1.0099168293411485,1.5328363434645098,23.146711385339387,134,101
85,25,3,235,33.61702127659574,0.9828831184540165,-2.396681412910141,19.735671681869924,172,63
85,25,5,235,33.61702127659574,0.9542276052501552,-5.811874350080728,17.630816938454252,212,23
85,30,1,199,33.66834170854271,1.0664254680834395,11.224098268075196,42.19017482680275,68,131
85,30,2,199,33.66834170854271,1.047373670736105,6.790251365396769,34.26683761458637,113,86
85,30,3,199,33.66834170854271,1.0312407955660656,3.978556400051886,28.526839935006223,144,55
85,30,5,199,33.66834170854271,1.009400463251568,1.0428069807406786,20.85768836401838,176,23
85,35,1,138,37.68115942028986,1.2660070561555088,23.714132867539334,15.171202700937478,53,85
85,35,2,138,37.68115942028986,1.2400242678674331,18.84222348311731,12.49274806622369,88,50
85,35,3,138,37.68115942028986,1.2127722179367182,15.490418968254929,10.7048542130514,108,30
85,35,5,138,37.68115942028986,1.1766283646523574,12.102093285831458,9.508164666768309,128,10
90,20,1,142,32.3943661971831,1.0847494912406634,9.265392377508874,17.87485861569989,47,95
90,20,2,142,32.3943661971831,1.0675439942050793,6.260374461627151,14.168290994941685,78,64
90,20,3,142,32.3943661971831,1.0521189919457945,4.266669474987651,11.741753246579565,98,44
90,20,5,142,32.3943661971831,0.9923193291768748,-0.5467158763980962,11.657927154991764,120,22
90,25,1,124,33.064516129032256,1.022724233882826,2.660720285350976,49.377068151408395,42,82
90,25,2,124,33.064516129032256,1.0142938617140014,1.3995743754833114,38.31207113273101,70,54
90,25,3,124,33.064516129032256,1.0048101295186271,0.4100160583058283,29.85064669546349,88,36
90,25,5,124,33.064516129032256,0.9720731070757537,-1.9831295271103784,18.91210304010723,107,17
90,30,1,100,35.0,1.220549048914498,14.011368488478368,11.659234231681538,36,64
90,30,2,100,35.0,1.1812003511272053,10.098324505763273,9.31068658872401,60,40
90,30,3,100,35.0,1.1383750374149895,7.140419576631786,7.639221225686866,75,25
90,30,5,100,35.0,1.0741723410486281,3.5523253570834896,6.682654587590754,90,10
90,35,1,75,37.333333333333336,1.3455529539553672,13.734038012718768,8.278017235747196,29,46
90,35,2,75,37.333333333333336,1.2966081022548697,10.632711602265928,7.05354713097865,50,25
90,35,3,75,37.333333333333336,1.2256991141900466,7.824369943863445,6.417808129522591,62,13
90,35,5,75,37.333333333333336,1.192174251199495,6.51619042192425,5.677910658191671,73,2
