entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,weight_fvg,weight_vwap,weight_obv,weight_volume
2023-11-06 17:00:00,1.23734,BUY,0.01,1.2355987923059628,1.2408224153880747,VIRTUAL,2023-11-06 21:45:00,1.2355987923059628,SL,-1.7412076940372945,-17.412076940372945,77.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-06 21:45:00,1.23516,BUY,0.01,1.234091127505075,1.2372977449898503,VIRTUAL,2023-11-06 23:15:00,1.234091127505075,SL,-1.0688724949250439,-10.688724949250439,76.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 04:45:00,1.23406,BUY,0.1,1.233461530863908,1.2352569382721836,REAL,2023-11-07 05:30:00,1.233461530863908,SL,-5.984691360918504,-5.984691360918504,74.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 05:30:00,1.23352,BUY,0.18,1.2328531565357055,1.2348536869285889,REAL,2023-11-07 06:30:00,1.2328531565357055,SL,-12.003182357300357,-6.668434642944643,84.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 06:45:00,1.23287,BUY,0.4,1.2322739099385833,1.234062180122833,REAL,2023-11-07 08:45:00,1.2322739099385833,SL,-23.843602456663504,-5.960900614165876,72.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 08:45:00,1.23196,BUY,0.63,1.2312026324346905,1.2334747351306186,REAL,2023-11-07 09:45:00,1.2312026324346905,SL,-47.71415661449341,-7.573675653094192,80.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 10:00:00,1.2319,BUY,1.07,1.2310060979681627,1.2336878040636745,REAL,2023-11-07 11:15:00,1.2310060979681627,SL,-95.6475174065865,-8.93902031837257,80.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-07 11:45:00,1.23037,BUY,1.55,1.2291375974481291,1.2328348051037419,REAL,2023-11-07 13:15:00,1.2291375974481291,SL,-191.02239553998146,-12.324025518708481,81.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-08 03:15:00,1.22842,BUY,4.68,1.2276034760740462,1.2300530478519078,REAL,2023-11-08 07:30:00,1.2276034760740462,SL,-382.133197346417,-8.165239259538826,80.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-08 08:45:00,1.22728,BUY,10.0,1.2265488654291048,1.2287422691417902,REAL,2023-11-08 09:15:00,1.2265488654291048,SL,-731.134570895131,-7.311345708951311,87.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-08 09:30:00,1.22714,BUY,10.0,1.2262165829178497,1.2289868341643002,REAL,2023-11-08 10:15:00,1.2262165829178497,SL,-923.4170821501575,-9.234170821501575,73.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-08 10:15:00,1.227,BUY,10.0,1.2259827119023752,1.22903457619525,REAL,2023-11-08 11:00:00,1.2259827119023752,SL,-1017.2880976249132,-10.172880976249132,80.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-08 11:00:00,1.22458,BUY,10.0,1.223278760903561,1.2271824781928782,REAL,2023-11-08 16:00:00,1.2271824781928782,TP,2602.478192878177,26.02478192878177,87.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-09 02:30:00,1.22816,BUY,0.01,1.2275483888437022,1.2293832223125956,VIRTUAL,2023-11-09 02:45:00,1.2275483888437022,SL,-0.6116111562977089,-6.116111562977089,72.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-09 02:45:00,1.22792,BUY,0.01,1.2272539369978752,1.2292521260042495,VIRTUAL,2023-11-09 03:30:00,1.2292521260042495,TP,1.3321260042495897,13.321260042495897,71.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-09 03:30:00,1.2291,BUY,0.01,1.2282665509879502,1.2307668980240998,VIRTUAL,2023-11-09 04:45:00,1.2282665509879502,SL,-0.8334490120498472,-8.334490120498472,92.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-09 20:15:00,1.22615,BUY,0.01,1.2242021678465995,1.2300456643068014,VIRTUAL,2023-11-09 21:00:00,1.2242021678465995,SL,-1.947832153400553,-19.478321534005527,70.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-09 23:00:00,1.2222,BUY,0.01,1.2206070971975647,1.2253858056048703,VIRTUAL,2023-11-10 13:30:00,1.2206070971975647,SL,-1.592902802435292,-15.92902802435292,71.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-14 09:15:00,1.22967,BUY,0.01,1.228833963013079,1.2313420739738423,VIRTUAL,2023-11-14 10:00:00,1.228833963013079,SL,-0.8360369869211404,-8.360369869211404,93.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-14 10:00:00,1.22834,BUY,0.05,1.2273008731080695,1.2304182537838613,REAL,2023-11-14 12:00:00,1.2304182537838613,TP,10.39126891930642,20.782537838612836,79.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-14 16:00:00,1.24267,BUY,0.01,1.2391279634939705,1.249754073012059,VIRTUAL,2023-11-14 21:30:00,1.249754073012059,TP,7.084073012059156,70.84073012059156,76.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-14 21:30:00,1.24952,BUY,0.01,1.2482269792813283,1.2521060414373433,VIRTUAL,2023-11-15 02:30:00,1.2482269792813283,SL,-1.2930207186716558,-12.930207186716558,76.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-15 02:30:00,1.24794,BUY,0.01,1.2469658885817712,1.2498882228364576,VIRTUAL,2023-11-15 09:00:00,1.2469658885817712,SL,-0.9741114182288957,-9.741114182288957,82.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-15 15:45:00,1.24426,BUY,0.01,1.2418606140114674,1.2490587719770652,VIRTUAL,2023-11-15 16:45:00,1.2418606140114674,SL,-2.3993859885325097,-23.993859885325097,80.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-15 18:00:00,1.24488,BUY,0.01,1.2426681226510292,1.2493037546979417,VIRTUAL,2023-11-15 18:45:00,1.2426681226510292,SL,-2.21187734897077,-22.1187734897077,77.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-15 22:45:00,1.24096,BUY,0.07,1.239992899935028,1.2428942001299443,REAL,2023-11-16 04:00:00,1.239992899935028,SL,-6.769700454804185,-9.671000649720263,70.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-16 04:30:00,1.2391,SELL,0.13,1.2401521587945907,1.2369956824108186,REAL,2023-11-16 11:00:00,1.2401521587945907,SL,-13.67806432967833,-10.521587945906408,79.5,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-17 10:00:00,1.23862,SELL,0.21,1.2399308170770502,1.2359983658458995,REAL,2023-11-17 11:00:00,1.2399308170770502,SL,-27.527158618053434,-13.108170770501637,96.5,HIGH,BEARISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-17 12:00:00,1.24244,BUY,0.3,1.240610382956576,1.2460992340868478,REAL,2023-11-17 16:30:00,1.240610382956576,SL,-54.88851130271977,-18.296170434239922,73.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-17 21:00:00,1.24514,BUY,0.88,1.2438898738515045,1.2476402522969907,REAL,2023-11-20 04:15:00,1.2476402522969907,TP,220.02220213519053,25.002522969908014,76.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-20 04:45:00,1.24832,BUY,0.01,1.2472964825947899,1.2503670348104203,VIRTUAL,2023-11-20 09:30:00,1.2472964825947899,SL,-1.023517405210228,-10.23517405210228,75.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-20 12:00:00,1.24844,BUY,0.01,1.2464492289238576,1.2524215421522849,VIRTUAL,2023-11-20 13:00:00,1.2464492289238576,SL,-1.9907710761424282,-19.90771076142428,75.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-20 19:30:00,1.25006,BUY,0.01,1.2486763432271757,1.2528273135456485,VIRTUAL,2023-11-21 04:15:00,1.2528273135456485,TP,2.76731354564852,27.6731354564852,84.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-21 04:30:00,1.25346,BUY,0.01,1.2522518723122618,1.2558762553754768,VIRTUAL,2023-11-21 09:45:00,1.2522518723122618,SL,-1.2081276877382585,-12.081276877382585,93.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-22 09:00:00,1.25168,BUY,0.01,1.2508794763117048,1.25328104737659,VIRTUAL,2023-11-22 10:00:00,1.25328104737659,TP,1.6010473765901703,16.0104737659017,73.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-22 10:00:00,1.25362,BUY,0.01,1.2526330428234786,1.2555939143530428,VIRTUAL,2023-11-22 10:15:00,1.2526330428234786,SL,-0.9869571765213081,-9.869571765213081,96.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-22 14:15:00,1.25421,BUY,0.01,1.2528200234367872,1.2569899531264257,VIRTUAL,2023-11-22 15:00:00,1.2528200234367872,SL,-1.3899765632128247,-13.899765632128247,71.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-23 10:30:00,1.25264,BUY,0.01,1.2513908091718362,1.2551383816563275,VIRTUAL,2023-11-23 11:00:00,1.2513908091718362,SL,-1.249190828163771,-12.49190828163771,80.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-23 11:45:00,1.25583,BUY,0.01,1.2536176836738615,1.260254632652277,VIRTUAL,2023-11-23 15:00:00,1.2536176836738615,SL,-2.212316326138497,-22.12316326138497,80.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-23 16:45:00,1.25325,BUY,0.05,1.2520581692213182,1.2556336615573638,REAL,2023-11-24 10:45:00,1.2556336615573638,TP,11.918307786819016,23.83661557363803,96.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-24 10:45:00,1.25598,BUY,0.01,1.2548434032621933,1.2582531934756136,VIRTUAL,2023-11-24 11:30:00,1.2548434032621933,SL,-1.1365967378067499,-11.365967378067499,76.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-24 20:30:00,1.26088,BUY,0.01,1.2598792828959908,1.2628814342080181,VIRTUAL,2023-11-24 21:30:00,1.2598792828959908,SL,-1.0007171040091745,-10.007171040091745,70.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-24 21:30:00,1.2607,BUY,0.01,1.259743885013183,1.2626122299736335,VIRTUAL,2023-11-27 00:00:00,1.259743885013183,SL,-0.9561149868169139,-9.561149868169139,87.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-27 00:15:00,1.25983,BUY,0.01,1.258874002189525,1.26174199562095,VIRTUAL,2023-11-27 08:00:00,1.26174199562095,TP,1.9119956209499023,19.119956209499023,81.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-27 08:00:00,1.26208,BUY,0.01,1.2612310789023866,1.2637778421952273,VIRTUAL,2023-11-27 08:30:00,1.2612310789023866,SL,-0.8489210976134755,-8.489210976134753,71.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-27 08:30:00,1.26188,BUY,0.01,1.2609446325977924,1.2637507348044148,VIRTUAL,2023-11-27 10:30:00,1.2609446325977924,SL,-0.9353674022074543,-9.353674022074543,82.4,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-27 14:30:00,1.26377,BUY,0.01,1.2623665197868055,1.2665769604263892,VIRTUAL,2023-11-27 16:00:00,1.2623665197868055,SL,-1.4034802131945856,-14.034802131945856,71.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-27 17:45:00,1.26056,BUY,0.01,1.25904985631115,1.2635802873776998,VIRTUAL,2023-11-28 02:30:00,1.2635802873776998,TP,3.020287377699882,30.202873776998818,80.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-28 07:45:00,1.26255,BUY,0.01,1.2619566928068684,1.2637366143862634,VIRTUAL,2023-11-28 09:00:00,1.2619566928068684,SL,-0.5933071931316647,-5.933071931316647,74.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-28 10:00:00,1.26115,BUY,0.01,1.2602260523161322,1.2629978953677357,VIRTUAL,2023-11-28 11:15:00,1.2629978953677357,TP,1.8478953677356635,18.478953677356635,79.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-28 16:15:00,1.26587,BUY,0.01,1.2638547434523129,1.2699005130953747,VIRTUAL,2023-11-28 18:45:00,1.2699005130953747,TP,4.03051309537461,40.3051309537461,74.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-28 18:45:00,1.2711,BUY,0.01,1.2687911653769512,1.2757176692460972,VIRTUAL,2023-11-28 19:45:00,1.2687911653769512,SL,-2.30883462304865,-23.0883462304865,70.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-29 03:15:00,1.27254,BUY,0.01,1.271443763142407,1.274732473715186,VIRTUAL,2023-11-29 04:45:00,1.271443763142407,SL,-1.0962368575930803,-10.962368575930803,73.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-29 09:45:00,1.26975,BUY,0.01,1.2685285130086745,1.2721929739826505,VIRTUAL,2023-11-29 11:15:00,1.2685285130086745,SL,-1.2214869913254045,-12.214869913254045,82.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-29 21:00:00,1.27256,BUY,0.01,1.2711080424506536,1.2754639150986926,VIRTUAL,2023-11-29 21:30:00,1.2711080424506536,SL,-1.4519575493463497,-14.519575493463499,74.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-30 05:45:00,1.26987,BUY,0.08,1.2690886382956226,1.271432723408755,REAL,2023-11-30 09:15:00,1.2690886382956226,SL,-6.25089363501985,-7.813617043774812,75.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-30 09:45:00,1.26938,BUY,0.1,1.2681782360067395,1.271783527986521,REAL,2023-11-30 10:30:00,1.2681782360067395,SL,-12.017639932604409,-12.017639932604407,82.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-11-30 14:30:00,1.2655,BUY,0.17,1.2640889762265108,1.2683220475469785,REAL,2023-11-30 15:30:00,1.2640889762265108,SL,-23.987404149316884,-14.110237734892284,74.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-01 03:00:00,1.26484,BUY,0.55,1.26396665970295,1.2665866805940997,REAL,2023-12-01 05:45:00,1.26396665970295,SL,-48.03371633774978,-8.73340297049996,78.65,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-01 11:30:00,1.26713,BUY,0.71,1.2657707459778769,1.2698485080442463,REAL,2023-12-01 12:30:00,1.2657707459778769,SL,-96.50703557074891,-13.592540221232241,80.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-01 12:30:00,1.26437,BUY,1.38,1.262969407325909,1.2671711853481822,REAL,2023-12-01 15:45:00,1.262969407325909,SL,-193.28178902455574,-14.005926740909835,84.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-01 18:30:00,1.26811,BUY,1.5,1.2655398416218049,1.2732503167563904,REAL,2023-12-04 12:15:00,1.2655398416218049,SL,-385.523756729278,-25.701583781951864,70.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-04 12:15:00,1.26593,BUY,5.22,1.2644517385824956,1.268886522835009,REAL,2023-12-04 16:00:00,1.2644517385824956,SL,-771.6524599372971,-14.782614175044007,90.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-14 14:00:00,1.2701,BUY,6.12,1.2675792577841447,1.2751414844317104,REAL,2023-12-14 16:45:00,1.2751414844317104,TP,3085.388472206749,50.41484431710374,76.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-19 19:00:00,1.27436,BUY,0.01,1.2724658790012282,1.2781482419975434,VIRTUAL,2023-12-19 21:30:00,1.2724658790012282,SL,-1.8941209987717311,-18.94120998771731,73.3,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-19 22:00:00,1.27175,BUY,0.01,1.2706486908517158,1.273952618296568,VIRTUAL,2023-12-20 09:00:00,1.2706486908517158,SL,-1.101309148284102,-11.01309148284102,94.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-22 10:00:00,1.26935,BUY,0.01,1.2678699335030392,1.2723101329939213,VIRTUAL,2023-12-22 13:00:00,1.2723101329939213,TP,2.960132993921283,29.601329939212828,102.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-22 13:00:00,1.2735,BUY,0.01,1.271834909041632,1.276830181916736,VIRTUAL,2023-12-22 14:45:00,1.271834909041632,SL,-1.6650909583679763,-16.650909583679763,84.5,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
2023-12-22 14:45:00,1.27182,BUY,0.01,1.2702106780585631,1.2750386438828738,VIRTUAL,2023-12-22 15:30:00,1.2702106780585631,SL,-1.6093219414368145,-16.093219414368143,70.0,HIGH,BULLISH_BIAS,M15,H1,0.01,4,2.0,True,1.5,3.0,50,100,70.0,35.0,50,0,0,0
