time,open,high,low,close,volume
2025-04-28 09:00:00,1.33157,1.33175,1.32882,1.3296299999999999,3610
2025-04-28 10:00:00,1.32962,1.33105,1.32942,1.33054,3240
2025-04-28 11:00:00,1.33052,1.33338,1.33047,1.33288,3275
2025-04-28 12:00:00,1.33289,1.33547,1.33289,1.33425,3574
2025-04-28 13:00:00,1.33425,1.33463,1.33353,1.33403,2515
2025-04-28 14:00:00,1.33403,1.3342399999999999,1.33318,1.33384,2323
2025-04-28 15:00:00,1.33384,1.33541,1.3338,1.3342399999999999,3107
2025-04-28 16:00:00,1.3342399999999999,1.3370600000000001,1.33411,1.33667,4107
2025-04-28 17:00:00,1.33667,1.34206,1.33646,1.33928,6196
2025-04-28 18:00:00,1.33928,1.3400400000000001,1.33807,1.33932,4297
2025-04-28 19:00:00,1.33932,1.34189,1.33928,1.3413,3692
2025-04-28 20:00:00,1.3413,1.34249,1.3411,1.34117,3012
2025-04-28 21:00:00,1.34117,1.3427,1.34115,1.3426,2114
2025-04-28 22:00:00,1.3426,1.34426,1.3425099999999999,1.3439,2003
2025-04-28 23:00:00,1.3439,1.3444,1.34363,1.34425,951
2025-04-29 00:00:00,1.3431899999999999,1.34421,1.34204,1.34344,450
2025-04-29 01:00:00,1.34344,1.34435,1.34344,1.34358,1135
2025-04-29 02:00:00,1.34355,1.34428,1.34296,1.3435000000000001,1605
2025-04-29 03:00:00,1.3435000000000001,1.3437000000000001,1.34247,1.34256,1869
2025-04-29 04:00:00,1.34256,1.3431600000000001,1.3417,1.34207,1566
2025-04-29 05:00:00,1.34207,1.34425,1.34206,1.3423,2697
2025-04-29 06:00:00,1.3423,1.34252,1.34088,1.34127,2130
2025-04-29 07:00:00,1.34127,1.3415300000000001,1.3394,1.33961,1943
2025-04-29 08:00:00,1.33961,1.3409499999999999,1.33961,1.3408,1597
2025-04-29 09:00:00,1.34081,1.3418999999999999,1.34042,1.34101,3087
2025-04-29 10:00:00,1.34101,1.34225,1.3401,1.3422,3903
2025-04-29 11:00:00,1.3422,1.34259,1.34091,1.34109,3206
2025-04-29 12:00:00,1.34109,1.34128,1.33944,1.33952,2374
2025-04-29 13:00:00,1.33951,1.33988,1.33803,1.33825,2453
2025-04-29 14:00:00,1.33825,1.3393,1.3381,1.33836,2552
2025-04-29 15:00:00,1.33841,1.34145,1.33825,1.34094,3412
2025-04-29 16:00:00,1.34094,1.34175,1.34003,1.34074,4368
2025-04-29 17:00:00,1.34053,1.34212,1.33884,1.33893,5246
2025-04-29 18:00:00,1.33893,1.34105,1.33884,1.33961,3574
2025-04-29 19:00:00,1.33962,1.342,1.33957,1.34073,3354
2025-04-29 20:00:00,1.3407200000000001,1.34087,1.3397700000000001,1.33983,2302
2025-04-29 21:00:00,1.33982,1.34048,1.33932,1.34018,2515
2025-04-29 22:00:00,1.34017,1.3408,1.33969,1.34035,2103
2025-04-29 23:00:00,1.34035,1.34108,1.34025,1.3406799999999999,1072
2025-04-30 00:00:00,1.34036,1.3407499999999999,1.33975,1.3403800000000001,504
2025-04-30 01:00:00,1.3403800000000001,1.3412899999999999,1.34029,1.34096,1299
2025-04-30 02:00:00,1.34106,1.34144,1.34062,1.34121,1365
2025-04-30 03:00:00,1.34123,1.34149,1.33989,1.34026,2231
2025-04-30 04:00:00,1.34025,1.34116,1.33901,1.33913,2601
2025-04-30 05:00:00,1.33913,1.33976,1.33873,1.33902,2046
2025-04-30 06:00:00,1.33902,1.33952,1.33829,1.33841,1756
2025-04-30 07:00:00,1.33841,1.33957,1.3382399999999999,1.33908,1581
2025-04-30 08:00:00,1.33908,1.3401399999999999,1.33875,1.34003,1483
2025-04-30 09:00:00,1.34003,1.3406500000000001,1.33817,1.34017,3458
2025-04-30 10:00:00,1.34017,1.34017,1.3381,1.3385500000000001,3455
2025-04-30 11:00:00,1.3385500000000001,1.3388499999999999,1.33631,1.33673,3781
2025-04-30 12:00:00,1.33673,1.33745,1.33578,1.33609,3032
2025-04-30 13:00:00,1.33609,1.33659,1.33564,1.33575,3172
2025-04-30 14:00:00,1.33575,1.33693,1.3354599999999999,1.33568,3233
2025-04-30 15:00:00,1.33571,1.3367200000000001,1.33434,1.3352,5787
2025-04-30 16:00:00,1.33518,1.33532,1.33151,1.33229,5084
2025-04-30 17:00:00,1.33229,1.3359,1.33091,1.33556,6247
2025-04-30 18:00:00,1.33556,1.33586,1.33231,1.33417,6188
2025-04-30 19:00:00,1.33417,1.33496,1.33361,1.33466,3429
2025-04-30 20:00:00,1.33466,1.33581,1.334,1.33403,2965
2025-04-30 21:00:00,1.33403,1.33525,1.3336999999999999,1.33389,2906
2025-04-30 22:00:00,1.33389,1.33456,1.33263,1.33286,2527
2025-04-30 23:00:00,1.33288,1.3332600000000001,1.3319,1.33304,2162
2025-05-01 00:00:00,1.33258,1.33312,1.33182,1.33225,519
2025-05-01 01:00:00,1.33227,1.33292,1.33218,1.3325,1653
