time,open,high,low,close,volume
2023-10-27,1.21283,1.2162600000000001,1.21055,1.2116500000000001,58065
2023-10-30,1.21253,1.2174800000000001,1.20902,1.21692,50915
2023-10-31,1.21655,1.22007,1.21196,1.21472,58480
2023-11-01,1.21537,1.21646,1.20959,1.21518,68861
2023-11-02,1.21499,1.22258,1.21339,1.2204,62468
2023-11-03,1.22013,1.23898,1.21848,1.23792,62193
2023-11-06,1.2364600000000001,1.24286,1.23382,1.23441,51022
2023-11-07,1.23442,1.2347299999999999,1.22625,1.22992,54027
2023-11-08,1.22998,1.23017,1.2241900000000001,1.2285,56637
2023-11-09,1.22815,1.23089,1.22128,1.22227,66139
2023-11-10,1.22211,1.2238,1.21873,1.22262,54758
2023-11-13,1.2205300000000001,1.22802,1.2205300000000001,1.22782,43891
2023-11-14,1.22783,1.2506,1.22642,1.24981,54958
2023-11-15,1.24976,1.24996,1.24038,1.24163,58551
2023-11-16,1.24161,1.2456,1.23764,1.2414399999999999,53452
2023-11-17,1.24132,1.2465,1.2374,1.24622,55828
2023-11-20,1.24432,1.25177,1.24395,1.2505,54836
2023-11-21,1.25042,1.25594,1.24956,1.25381,58803
2023-11-22,1.25365,1.25497,1.24493,1.24941,59615
2023-11-23,1.24913,1.2563,1.2483,1.25335,38753
2023-11-24,1.25309,1.26154,1.25244,1.26027,46534
2023-11-27,1.25969,1.26441,1.25911,1.26273,51898
2023-11-28,1.26255,1.2715,1.26067,1.26962,60437
2023-11-29,1.26925,1.2733400000000001,1.26648,1.26941,64160
2023-11-30,1.2694,1.27108,1.26033,1.26234,67620
2023-12-01,1.26211,1.27161,1.26111,1.27119,66533
2023-12-04,1.26848,1.27246,1.2603900000000001,1.2631999999999999,69499
2023-12-05,1.2628599999999999,1.26518,1.25775,1.2595100000000001,66489
2023-12-06,1.25899,1.26138,1.25519,1.25594,58252
2023-12-07,1.25583,1.26128,1.25446,1.2593,67909
2023-12-08,1.25875,1.26016,1.25024,1.2545899999999999,70877
2023-12-11,1.25266,1.25908,1.2523900000000001,1.25556,52648
2023-12-12,1.25536,1.26152,1.25141,1.25622,56790
2023-12-13,1.25624,1.2634699999999999,1.2500200000000001,1.26186,64263
2023-12-14,1.26143,1.27942,1.26119,1.27651,86183
2023-12-15,1.27656,1.2790300000000001,1.2668599999999999,1.26702,72269
2023-12-18,1.2681499999999999,1.27042,1.2629000000000001,1.2646600000000001,59952
2023-12-19,1.26437,1.2762,1.26295,1.27319,60433
2023-12-20,1.27308,1.27342,1.2625199999999999,1.26391,62461
2023-12-21,1.26364,1.2696100000000001,1.26123,1.26902,68207
2023-12-22,1.26882,1.27444,1.26707,1.26972,70585
2023-12-26,1.26888,1.27304,1.26845,1.2723900000000001,43600
2023-12-27,1.2713,1.28025,1.26986,1.27986,49854
2023-12-28,1.2798,1.28277,1.27124,1.27304,56470
2023-12-29,1.2726199999999999,1.27728,1.27004,1.27306,60689
2024-01-02,1.2720500000000001,1.27602,1.26108,1.2619,68455
2024-01-03,1.26144,1.26766,1.2610999999999999,1.26639,74155
2024-01-04,1.26618,1.2730000000000001,1.26572,1.26825,66586
2024-01-05,1.26801,1.27712,1.26114,1.27175,78007
2024-01-08,1.2698,1.27672,1.26736,1.2747899999999999,66390
2024-01-09,1.27403,1.27652,1.2689599999999999,1.27096,68175
2024-01-10,1.27089,1.27442,1.26863,1.2742,62074
2024-01-11,1.27261,1.27742,1.2690299999999999,1.27624,90533
2024-01-12,1.27482,1.27858,1.27196,1.27503,82024
2024-01-15,1.27252,1.27653,1.2713,1.27255,54101
2024-01-16,1.2726,1.27287,1.26194,1.26356,92310
2024-01-17,1.26279,1.2696399999999999,1.25966,1.2676,89211
2024-01-18,1.2671999999999999,1.27082,1.26484,1.27058,85327
2024-01-19,1.27043,1.27148,1.26613,1.27013,69971
2024-01-22,1.26776,1.2732999999999999,1.26776,1.27088,61339
2024-01-23,1.27004,1.27472,1.26494,1.26864,63972
2024-01-24,1.26701,1.2775,1.26701,1.27245,72870
2024-01-25,1.2716,1.27428,1.26817,1.27078,72093
2024-01-26,1.26972,1.27586,1.26756,1.27027,62153
2024-01-29,1.26941,1.2719,1.2662200000000001,1.27093,61337
2024-01-30,1.27031,1.27212,1.26403,1.26999,62751
2024-01-31,1.26947,1.27508,1.26582,1.26863,90813
2024-02-01,1.2663,1.27558,1.2625199999999999,1.27437,88275
2024-02-02,1.27392,1.27724,1.26142,1.26333,75858
2024-02-05,1.26228,1.26326,1.2518500000000001,1.25353,71012
2024-02-06,1.25275,1.26031,1.25256,1.25976,68969
2024-02-07,1.25922,1.26419,1.25854,1.26279,64729
2024-02-08,1.26193,1.26388,1.25718,1.26166,63993
2024-02-09,1.2616399999999999,1.26429,1.25993,1.26306,58210
2024-02-12,1.2618,1.26548,1.26062,1.26275,48466
2024-02-13,1.2622,1.2686600000000001,1.25733,1.25926,66297
2024-02-14,1.25827,1.26112,1.25355,1.2566,67468
2024-02-15,1.2557,1.26022,1.25419,1.26,61602
2024-02-16,1.25874,1.26245,1.25508,1.26004,63620
2024-02-19,1.25956,1.26297,1.25836,1.25962,43786
2024-02-20,1.25841,1.2668599999999999,1.25793,1.26221,67738
2024-02-21,1.26163,1.26419,1.26026,1.2637800000000001,69475
2024-02-22,1.26325,1.27096,1.26116,1.26608,71307
2024-02-23,1.26549,1.2701500000000001,1.26483,1.2671299999999999,68992
2024-02-26,1.26728,1.26997,1.2656800000000001,1.26855,56669
2024-02-27,1.2674400000000001,1.2697,1.26604,1.26859,66356
2024-02-28,1.2683900000000001,1.26868,1.26218,1.26611,64690
2024-02-29,1.2650299999999999,1.2682,1.2612700000000001,1.26243,82712
2024-03-01,1.2612700000000001,1.2664,1.25999,1.2653400000000001,74888
2024-03-04,1.2650000000000001,1.27065,1.26436,1.26914,64567
2024-03-05,1.26861,1.2735,1.2671299999999999,1.2705199999999999,70498
2024-03-06,1.2698,1.27615,1.2690299999999999,1.27317,74822
2024-03-07,1.2729,1.28111,1.27218,1.28082,76828
2024-03-08,1.28025,1.28939,1.28011,1.2858100000000001,82611
2024-03-11,1.28463,1.2862,1.27952,1.28133,81810
2024-03-12,1.28,1.28237,1.27461,1.27935,86153
2024-03-13,1.27823,1.28114,1.27746,1.27969,77952
2024-03-14,1.2793,1.2823,1.27307,1.2753,83057
2024-03-15,1.27496,1.27588,1.27253,1.27348,77916
2024-03-18,1.2724,1.27469,1.2718099999999999,1.27286,56135
2024-03-19,1.27267,1.27329,1.26678,1.27213,75889
2024-03-20,1.2717,1.27872,1.26844,1.27865,78686
2024-03-21,1.27806,1.28036,1.26506,1.26575,91625
2024-03-22,1.26542,1.26753,1.25753,1.26003,76961
2024-03-25,1.25907,1.26525,1.25899,1.26363,60762
2024-03-26,1.26333,1.2668,1.26221,1.26277,61655
2024-03-27,1.2623,1.26411,1.26055,1.26403,68618
2024-03-28,1.26392,1.26545,1.2585899999999999,1.26234,67388
2024-03-29,1.26181,1.26445,1.26092,1.26206,25977
2024-04-01,1.25715,1.26421,1.25397,1.25509,63779
2024-04-02,1.25482,1.25786,1.25396,1.25773,64629
2024-04-03,1.25708,1.26559,1.25627,1.26519,68722
2024-04-04,1.26452,1.26836,1.2635399999999999,1.26425,64897
2024-04-05,1.26329,1.26486,1.25744,1.2637,79032
2024-04-08,1.2622499999999999,1.26641,1.26136,1.26548,67840
2024-04-09,1.26547,1.27095,1.26394,1.2677,67757
2024-04-10,1.2666,1.27082,1.25203,1.254,85111
2024-04-11,1.25207,1.25788,1.25109,1.25531,90199
2024-04-12,1.25477,1.25589,1.24268,1.24492,88031
2024-04-15,1.2435100000000001,1.24987,1.24299,1.24449,102701
2024-04-16,1.24251,1.2472,1.2405599999999999,1.24265,101687
2024-04-17,1.24158,1.24818,1.24158,1.24546,94093
2024-04-18,1.24415,1.24847,1.24337,1.24365,82095
