entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
11/28/2023 16:15,1.26587,BUY,0.01,1.263854743,1.269900513,VIRTUAL,11/28/2023 18:45,1.269900513,TP,4.030513095,40.30513095,79.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.754356157,3.314195045,6.39E-06,1.208009789,0.504295031,0,1,60,7.5,0,12,0,0,0,0,0,0,0,0
11/28/2023 18:45,1.2711,BUY,0.01,1.268791165,1.275717669,VIRTUAL,11/28/2023 19:45,1.268791165,SL,-2.308834623,-23.08834623,81,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.758322744,2.752597291,0.49550886,1.121984868,0.920545777,0,5,60,7.5,0,13.5,0,0,0,0,0,0,0,0
11/28/2023 19:45,1.26924,BUY,0.01,1.267231977,1.273256046,VIRTUAL,11/29/2023 3:15,1.273256046,TP,4.016045656,40.16045656,73.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.777071893,0.567932619,0.645157468,0.646641834,0.779898006,0,10,60,7.5,0,6,0,0,0,0,0,0,0,0
11/29/2023 3:15,1.27254,BUY,0.01,1.271443763,1.274732474,VIRTUAL,11/29/2023 4:45,1.271443763,SL,-1.096236858,-10.96236858,70.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.719951291,0.226904424,0.660186844,0.289392617,-0.793613863,0,55,60,7.5,0,3,0,0,0,0,0,0,0,0
11/29/2023 9:45,1.26975,BUY,0.01,1.268528513,1.272192974,VIRTUAL,11/29/2023 11:15,1.268528513,SL,-1.221486991,-12.21486991,84.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.792980114,-2.03338298,0.273056107,-0.785781032,0.050562721,0,50,60,7.5,0,17,0,0,0,0,0,0,0,0
11/29/2023 21:00,1.27256,BUY,0.01,1.271108042,1.275463915,VIRTUAL,11/29/2023 21:30,1.271108042,SL,-1.451957549,-14.51957549,79.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.72833415,2.798615342,7.13E-06,-1.134110246,0.781282876,0,43,60,7.5,0,12,0,0,0,0,0,0,0,0
11/30/2023 5:45,1.26987,BUY,0.06,1.269088638,1.271432723,REAL,11/30/2023 9:15,1.269088638,SL,-4.688170226,-7.813617044,71.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.789199521,-0.13973492,0.057830891,0.230721618,-0.523133045,0,72,60,7.5,0,4,0,0,0,0,0,0,0,0
11/30/2023 9:45,1.26938,BUY,0.07,1.268178236,1.271783528,REAL,11/30/2023 10:30,1.268178236,SL,-8.412347953,-12.01763993,75.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.748019148,-0.810340599,0.005060498,0.00860964,-0.428408108,0,61,60,7.5,0,8,0,0,0,0,0,0,0,0
11/30/2023 11:45,1.2649,BUY,0.09,1.263056723,1.268586554,REAL,11/30/2023 15:45,1.263056723,SL,-16.58949198,-18.43276887,87.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.748333769,-3.39278119,0.160460778,-0.502448273,0.002621358,0,12,60,7.5,0,20,0,0,0,0,0,0,0,0
12/1/2023 3:00,1.26484,BUY,0.38,1.26396666,1.266586681,REAL,12/1/2023 5:45,1.26396666,SL,-33.18693129,-8.73340297,75.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2,TRUE,1.5,3,50,100,70,35,TRUE,60,15,0,25,0,0,0,0,0,0,0,0,0.762138211,1.983611706,0.120669416,-0.627436593,0.827737368,0,64,60,7.5,0,8.4,0,0,0,0,0,0,0,0
