entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_hurst,weight_skewness,weight_kurtosis,weight_obv_div,weight_regime,weight_vwap,weight_obv,weight_volume
2023-10-30 11:00:00,1.20972,SELL,0.01,1.211066726440345,1.2070265471193098,VIRTUAL,2023-10-30 12:00:00,1.211066726440345,SL,-1.3467264403450585,-13.467264403450585,83.1,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-30 16:00:00,1.21388,BUY,0.01,1.2122108984095417,1.217218203180917,VIRTUAL,2023-10-30 17:30:00,1.2122108984095417,SL,-1.6691015904584106,-16.691015904584106,70.28,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-31 00:00:00,1.21654,BUY,0.01,1.215651451933579,1.2183170961328418,VIRTUAL,2023-10-31 04:00:00,1.215651451933579,SL,-0.8885480664209133,-8.885480664209133,72.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-31 04:45:00,1.21562,BUY,0.06,1.2148479271331631,1.2171641457336735,REAL,2023-10-31 05:00:00,1.2148479271331631,SL,-4.6324372010206885,-7.720728668367816,72.8,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-31 05:00:00,1.21489,BUY,0.1,1.2140288701820747,1.2166122596358506,REAL,2023-10-31 06:15:00,1.2140288701820747,SL,-8.61129817925299,-8.61129817925299,76.19999999999999,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-31 06:15:00,1.21433,BUY,0.23,1.2135908120974657,1.2158083758050682,REAL,2023-10-31 10:45:00,1.2158083758050682,TP,34.002643516570124,14.78375805068266,75.2,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-10-31 12:30:00,1.2184,BUY,0.01,1.2170716892050206,1.2210566215899585,VIRTUAL,2023-10-31 15:30:00,1.2170716892050206,SL,-1.3283107949793038,-13.283107949793038,78.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-11-01 10:15:00,1.21575,BUY,0.01,1.2147606431544258,1.2177287136911488,VIRTUAL,2023-11-01 11:15:00,1.2147606431544258,SL,-0.9893568455743296,-9.893568455743296,74.6,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-11-02 02:15:00,1.2176,BUY,0.01,1.2164625514607368,1.2198748970785267,VIRTUAL,2023-11-02 10:45:00,1.2164625514607368,SL,-1.1374485392632305,-11.374485392632305,75.78,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
2023-11-02 13:00:00,1.21864,BUY,0.03,1.2170070139519151,1.2219059720961698,REAL,2023-11-02 15:15:00,1.2219059720961698,TP,9.797916288509565,32.659720961698554,77.34,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,35,10,10,5,15,-10,0,0,0
