entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
2023-12-01 23:00:00,1.27119,BUY,0.01,1.268085992800922,1.277398014398156,VIRTUAL,2023-12-04 02:00:00,1.268085992800922,SL,-3.104007199077996,-31.04007199077996,74.7,HIGH,BULLISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7733743536136982,2.134363453213527,0.06954895505101988,0.9178582483639786,0.6048351106714653,0,10.0,50,7.5,0.0,10.200000000000001,7.0,0.0,0.0,0,0,0,0,0
2023-12-06 22:00:00,1.2556,SELL,0.01,1.2580437296838474,1.2507125406323054,VIRTUAL,2023-12-07 09:00:00,1.2580437296838474,SL,-2.4437296838473177,-24.437296838473177,70.0,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7453902178904852,-1.8782161563122886,0.6605267877710271,-0.16643596228661087,-1.020212206091749,0,55.00000000000001,50,7.5,0.0,10.5,2.0,0.0,0.0,0,0,0,0,0
2023-12-07 09:00:00,1.2581,SELL,0.01,1.2601396987488929,1.2540206025022145,VIRTUAL,2023-12-07 19:00:00,1.2601396987488929,SL,-2.039698748892871,-20.39698748892871,81.75,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7559635089985927,2.0531855935647734,0.7512979935442129,1.1847546371581676,2.5400989479564497,0,92.0,50,7.5,0.0,21.25,3.0,0.0,0.0,0,0,0,0,0
2023-12-07 19:00:00,1.2603,SELL,0.02,1.2641856125580704,1.2525287748838594,REAL,2023-12-08 15:00:00,1.2525287748838594,TP,15.542450232281178,77.71225116140589,81.5,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7802285543699098,2.715979817456673,0.38001136433875127,-0.24204833389750152,0.018873889803974198,0,3.0,50,7.5,0.0,20.0,4.0,0.0,0.0,0,0,0,0,0
2023-12-08 16:00:00,1.25226,SELL,0.01,1.2561197287531929,1.244540542493614,VIRTUAL,2023-12-08 17:00:00,1.2561197287531929,SL,-3.859728753192959,-38.59728753192959,70.1,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7139691888611459,-3.0039334497269317,8.213882454066734e-05,0.0892039049411942,1.8214139267431628,0,25.0,50,7.5,0.0,12.0,0.6,0.0,0.0,0,0,0,0,0
2023-12-11 15:00:00,1.2581,SELL,0.01,1.2604091129899762,1.2534817740200477,VIRTUAL,2023-12-12 15:00:00,1.2604091129899762,SL,-2.3091129899761587,-23.091129899761587,73.6,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7071705022189301,1.945652272324908,0.29483335376123143,0.7044781204036703,0.09991942921623709,0,75.0,50,7.5,0.0,14.000000000000002,2.1,0.0,0.0,0,0,0,0,0
2023-12-13 13:00:00,1.25277,SELL,0.01,1.2552694066507195,1.2477711866985606,VIRTUAL,2023-12-13 21:00:00,1.2552694066507195,SL,-2.499406650719571,-24.99406650719571,71.1,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7503489120992437,-1.1953313791008489,0.24998383342945762,-0.9027370156979113,1.7614033057137712,0,56.99999999999999,50,7.5,0.0,6.6000000000000005,7.0,0.0,0.0,0,0,0,0,0
2023-12-13 21:00:00,1.26269,SELL,0.02,1.2678340084079882,1.2524019831840238,REAL,2023-12-14 13:00:00,1.2678340084079882,SL,-10.288016815976242,-51.44008407988121,80.5,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7521253332084911,4.699143818571054,0.1979226696296884,2.8452673115163716,8.985090970897774,0,1.0,50,7.5,0.0,20.0,3.0,0.0,0.0,0,0,0,0,0
2023-12-15 16:00:00,1.27103,SELL,0.05,1.2749522173216061,1.263185565356788,REAL,2023-12-18 18:00:00,1.263185565356788,TP,39.22217321606025,78.4443464321205,79.5,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7445545898202754,-2.570888013958139,0.7815109360944097,-0.5002243496004691,0.3085564099977307,0,44.0,50,7.5,0.0,15.0,7.0,0.0,0.0,0,0,0,0,0
2023-12-18 18:00:00,1.26312,SELL,0.01,1.2660105982210559,1.2573388035578883,VIRTUAL,2023-12-19 03:00:00,1.2660105982210559,SL,-2.8905982210558627,-28.905982210558623,71.1,HIGH,BEARISH_BIAS,H1,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,50,15,0,25,10,0,0,0,0,0,0,0,0.7449850209146318,-0.9604679348255226,0.8020289070713396,-0.8429292205583696,0.14572201669385487,0,71.0,50,7.5,0.0,6.6000000000000005,7.0,0.0,0.0,0,0,0,0,0
