entry_time,entry_price,direction,lot_size,sl_price,tp_price,mode,exit_time,exit_price,exit_reason,pnl,pnl_pips,confluence_score,confidence,fvg_bias,timeframe,fvg_timeframe,base_lot_size,consecutive_losses_trigger,recovery_multiplier,use_atr_sl_tp,atr_sl_multiplier,atr_tp_multiplier,sl_pips,tp_pips,min_confidence_score,adx_threshold,use_statistical,weight_fvg,weight_fvg_size_atr,weight_hurst,weight_lr_deviation,weight_skewness,weight_kurtosis,weight_obv_div,weight_overlap_count,weight_regime,weight_vwap,weight_obv,weight_volume,hurst,lr_deviation,r2,skewness,kurtosis,obv_divergence,atr_percentile,score_fvg,score_fvg_size_atr,score_hurst,score_lr_deviation,score_skewness,score_kurtosis,score_obv_div,score_overlap_count,score_regime,score_vwap,score_obv,score_volume
2023-11-28 16:15:00,1.26587,BUY,0.01,1.263854743452303,1.2699005130953942,VIRTUAL,2023-11-28 18:45:00,1.2699005130953942,TP,4.03051309539415,40.3051309539415,76.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7543561570722365,3.31419504527577,6.393069359567072e-06,1.2080097888513641,0.5042950306171856,0,1.0,60,2.5,0.0,14.399999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-11-28 18:45:00,1.2711,BUY,0.01,1.268791165376949,1.2757176692461019,VIRTUAL,2023-11-28 19:45:00,1.268791165376949,SL,-2.3088346230508705,-23.088346230508705,78.7,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7583227441648209,2.7525972906495513,0.495508859833406,1.121984867920063,0.9205457768596239,0,5.0,60,2.5,0.0,16.200000000000003,0.0,0.0,0.0,0,0,0,0,0
2023-11-28 20:30:00,1.26782,BUY,0.01,1.2658341137323912,1.2717917725352175,VIRTUAL,2023-11-29 03:00:00,1.2717917725352175,TP,3.971772535217522,39.717725352175215,74.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8024803819712221,-0.6349197422024575,0.6978826906508875,0.8304008914535059,1.389828293372247,0,13.0,60,2.5,0.0,12.0,0.0,0.0,0.0,0,0,0,0,0
2023-11-29 09:45:00,1.26975,BUY,0.01,1.2685285130086745,1.2721929739826505,VIRTUAL,2023-11-29 11:15:00,1.2685285130086745,SL,-1.2214869913254045,-12.214869913254045,82.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.792980114071249,-2.0333829797925187,0.27305610653544843,-0.7857810319658449,0.05056272131731587,0,50.0,60,2.5,0.0,20.400000000000002,0.0,0.0,0.0,0,0,0,0,0
2023-11-29 21:00:00,1.27256,BUY,0.01,1.2711080424506536,1.2754639150986926,VIRTUAL,2023-11-29 21:30:00,1.2711080424506536,SL,-1.4519575493463497,-14.519575493463499,76.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7283341495187688,2.7986153424530382,7.128226689356865e-06,-1.1341102455482959,0.7812828757359109,0,43.0,60,2.5,0.0,14.399999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-11-30 09:45:00,1.26938,BUY,0.01,1.2681782360067395,1.271783527986521,VIRTUAL,2023-11-30 10:30:00,1.2681782360067395,SL,-1.2017639932604407,-12.017639932604407,72.1,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7480191477421141,-0.8103405989788643,0.005060497894602722,0.008609639818373075,-0.42840810761634884,0,61.0,60,2.5,0.0,9.6,0.0,0.0,0.0,0,0,0,0,0
2023-11-30 11:45:00,1.2649,BUY,0.03,1.2630567231133187,1.268586553773362,REAL,2023-11-30 15:45:00,1.2630567231133187,SL,-5.529830660043533,-18.432768866811777,86.5,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7483337694776541,-3.392781190153415,0.16046077832399275,-0.5024482726384389,0.0026213579248817176,0,12.0,60,2.5,0.0,24.0,0.0,0.0,0.0,0,0,0,0,0
2023-12-01 03:00:00,1.26484,BUY,0.11,1.26396665970295,1.2665866805940997,REAL,2023-12-01 05:45:00,1.26396665970295,SL,-9.606743267549955,-8.73340297049996,72.58,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7621382110140545,1.9836117062010241,0.12066941601022174,-0.627436592579717,0.827737367875526,0,64.0,60,2.5,0.0,10.08,0.0,0.0,0.0,0,0,0,0,0
2023-12-01 11:30:00,1.26713,BUY,0.14,1.2657707459778769,1.2698485080442463,REAL,2023-12-01 12:30:00,1.2657707459778769,SL,-19.02955630972514,-13.592540221232241,76.27,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8062108228029738,2.0837506721440455,0.42500206187026957,0.8261452112257661,0.7599667339027789,0,47.0,60,2.5,0.0,13.77,0.0,0.0,0.0,0,0,0,0,0
2023-12-01 19:00:00,1.26895,BUY,0.16,1.266510192151489,1.2738296156970221,REAL,2023-12-04 09:45:00,1.266510192151489,SL,-39.036925576176884,-24.398078485110553,76.9,HIGH,BULLISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8389109693016851,2.580128839658731,0.022632325057924674,0.7995074010071213,-0.08760513983553597,0,9.0,60,2.5,0.0,14.399999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-12-04 16:15:00,1.26126,SELL,0.4,1.2631969866587651,1.25738602668247,REAL,2023-12-04 16:45:00,1.2631969866587651,SL,-77.47946635060288,-19.36986658765072,76.9,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8681029877068921,-4.558664416656615,0.2750986367252749,-1.0221195766713556,0.9111861268885311,0,22.0,60,2.5,0.0,14.399999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-12-04 16:45:00,1.26334,SELL,0.78,1.2653238255348056,1.2593723489303883,REAL,2023-12-05 18:15:00,1.2593723489303883,TP,309.4767834297056,39.676510696116104,72.58,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8396156326323513,-1.8302475626254686,0.3618513318490516,-0.7706160311039852,0.42764426268655065,0,19.0,60,2.5,0.0,10.08,0.0,0.0,0.0,0,0,0,0,0
2023-12-06 06:00:00,1.26126,SELL,0.01,1.2619320750498986,1.2599158499002028,VIRTUAL,2023-12-06 08:45:00,1.2599158499002028,TP,1.34415009979727,13.4415009979727,75.7,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7306516795464456,1.1770904311027008,0.1875271698441756,0.011989207306453545,-0.11465314925549341,0,74.0,60,2.5,0.0,13.2,0.0,0.0,0.0,0,0,0,0,0
2023-12-06 21:45:00,1.25617,SELL,0.01,1.2573505353229228,1.2538089293541546,VIRTUAL,2023-12-07 09:30:00,1.2573505353229228,SL,-1.1805353229228377,-11.805353229228377,73.84,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.64703587149852,-1.9237607324501076,0.5793326392400299,0.18844678217130037,0.36848329153570036,0,51.0,60,2.5,0.0,11.340000000000002,0.0,0.0,0.0,0,0,0,0,0
2023-12-07 09:30:00,1.25793,SELL,0.01,1.2589591057381786,1.255871788523643,VIRTUAL,2023-12-07 12:00:00,1.2589591057381786,SL,-1.029105738178604,-10.29105738178604,86.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.6344901583206168,4.463237380117717,0.09669434505963004,1.6294914747931244,2.3946277306979615,0,55.00000000000001,60,2.5,0.0,24.0,0.0,0.0,0.0,0,0,0,0,0
2023-12-07 12:00:00,1.25861,SELL,0.01,1.2599028939736447,1.2560242120527105,VIRTUAL,2023-12-07 14:45:00,1.2560242120527105,TP,2.585787947289475,25.85787947289475,79.3,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7058814470265369,1.8354907535672398,0.2165488832132081,0.8372434685762329,1.3837074694815001,0,35.0,60,2.5,0.0,16.8,0.0,0.0,0.0,0,0,0,0,0
2023-12-08 09:45:00,1.25656,SELL,0.01,1.2576766469380325,1.2543267061239347,VIRTUAL,2023-12-08 12:15:00,1.2576766469380325,SL,-1.116646938032595,-11.16646938032595,76.9,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.6969835308483281,-3.037294010876457,0.20969127778053143,-1.0185556766513295,0.8619824644836216,0,66.0,60,2.5,0.0,14.399999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-12-08 12:15:00,1.25768,SELL,0.01,1.2590573691253422,1.2549252617493154,VIRTUAL,2023-12-08 15:30:00,1.2549252617493154,TP,2.7547382506845075,27.547382506845075,73.3,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7376826193151939,0.9704271882681869,0.5437002603607985,0.14139700766278734,0.8441593657493351,0,39.0,60,2.5,0.0,10.799999999999999,0.0,0.0,0.0,0,0,0,0,0
2023-12-08 15:45:00,1.25456,SELL,0.01,1.2572082333146029,1.249263533370794,VIRTUAL,2023-12-11 12:45:00,1.2572082333146029,SL,-2.648233314602954,-26.482333146029546,76.27,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.7536522274285723,-2.3514253682615536,0.4359065882705041,-0.7210473911631528,1.320467466663617,0,10.0,60,2.5,0.0,13.77,0.0,0.0,0.0,0,0,0,0,0
2023-12-11 12:45:00,1.25726,SELL,0.01,1.258577365255015,1.2546252694899704,VIRTUAL,2023-12-11 13:45:00,1.258577365255015,SL,-1.3173652550149129,-13.173652550149129,86.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8236793845979099,2.656152109324458,0.10561175727300509,0.030600283449737614,-1.019584099042529,0,22.0,60,2.5,0.0,24.0,0.0,0.0,0.0,0,0,0,0,0
2023-12-11 15:45:00,1.2581,SELL,0.01,1.2595056404862848,1.2552887190274304,VIRTUAL,2023-12-11 17:45:00,1.2552887190274304,TP,2.811280972569552,28.11280972569552,74.5,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8392433887303214,0.5528329896701776,0.6657460950901533,0.23034124423474867,-0.8199503227699938,0,28.999999999999996,60,2.5,0.0,12.0,0.0,0.0,0.0,0,0,0,0,0
2023-12-11 18:30:00,1.25488,SELL,0.01,1.2564227887942236,1.2517944224115525,VIRTUAL,2023-12-11 21:00:00,1.2564227887942236,SL,-1.5427887942236485,-15.427887942236485,76.27,HIGH,BEARISH_BIAS,M15,H1,0.01,3,2.0,True,1.5,3.0,50,100,70.0,35.0,True,60,5,0,30,0,0,0,5,0,0,0,0,0.8139218773956511,-2.233786309101277,0.43134980979848503,0.36941671679480287,-0.6414430974768432,0,15.0,60,2.5,0.0,13.77,0.0,0.0,0.0,0,0,0,0,0
